,Handle,Text,sentiment
12110,@nimahum_,"berita covid dibesar2in angkanya trus biar rakyat takut keluar, trus pengesahan RUU Cipta Kerja, trus biar ga demo eh taunya tetep bisa demo",1
12112,@grapeurpleyeri,"Membalas 
@abcdksosiALHAMDULILLAH SENENGGG
TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya
#GugatUUCiptaKerja
#MosiTidakPercayaJokowi
#REVOLUSIatauMATI",1
12113,@KeringObat,Karena pandemi yang terjadi di Indonesia RUU Cipta Kerja harus disahkan secepat mungkin agar tidak lagi jutaan buruh harus di PHK sepihak oleh perusahaan,1
12114,@KeringObat,"=== Bacot Kelamaan dan Playing Victim ala SBY ===

Dari 575 anggota Dewan yang terhormat di DPR RI, pengesahan RUU Cipta Kerja tidak mungkin disetujui oleh 100% wakilnya",1
12117,@inside_garuda,"Lawan kerass Hoax yang menunggangi isu RUU Cipta Kerja !!

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12118,@walhinasional,"Pengesahaan RUU Cipta Kerja Omnibus Law bagi kami jadi puncak pengkhiantan Negara pada rakyat dan lingkungan hidup Indonesia;

rangkaian #40TahunWALHI, kami hadirkan rangkaian kegiatan menarik, Siaran 40 Jam, termasuk program klinik Omnibus

#BatalkanOmnibusLaw 
#CabutOmnibuslawWALHI Sumatera Utara dan 9 lainnya",1
12120,@RokokMagnum4,"Namun, kekurangan itu bukan membuat kelompok tertentu menarasikan Omnibus Law RUU Cipta Kerja buruk. Kemudian menggalang aksi menolak aturan tersebut. 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12121,@PeriHardian,"KRPI hanya dapat draft yang “katanya” itu draft final RUU Cipta Kerja dan dibagikan ke media oleh salah satu pimpinan Baleg DPR RI. Nah lho.
#KRPIPerppuBatalkanUUCipker",1
12122,@RokokMagnum4,"Di sisi lain, Hendry menyadari, masih terdapat beberapa pasal dalam RUU Cipta Kerja yang perlu diperbaiki sebelum disahkan. 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12124,@RokokMagnum4,"Selain membantu rakyat, kata Hendry, Omnibus Law RUU Cipta Kerja bisa menjadi penyelamat Indonesia dari resesi. Pengesahan RUU Cipta Kerja dan perbaikan iklim investasi, akan membuat Indonesia tidak lama keluar dari jurang resesi.

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12128,@xolovelydee,"Membalas 
@collegemenfesshttps://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

Ini masih ruu nya, belum ketemu uu cipta kerja resminya",1
12132,@RokokMagnum4,"Ekonom Universitas Lambung Mangkurat Muhammad Handry Imansyah mengatakan terdapat sisi positif dari Omnibus Law RUU Cipta Kerja (Ciptaker). 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12143,@PrakosoAgung4,"Draf belum final kok UU di sahkan.
Iki aku seng ra paham po kepiye sih?
Tp nek draft e koyo sek sak iki aku setuju,womg aku pebisnis,jd di untungkan banget dong.

Belum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan https://tirto.id/f5GR?utm_source=Twitter&utm_medium=Share… via 
@tirtoidBelum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan - Tirto.ID
Draft final masih belum ada meski RUU Cipta Kerja ini sudah disepakati DPR, DPD, dan pemerintah untuk menjadi Undang-Undan sejak, Senin (5/10/2020).
tirto.id",1
12146,@artupasnoil,"Membalas 
@TirtoIDjadi gini isi foldernya
draft RUU Cipta Kerja.pdf
draft RUU Cipta Kerja revisi.pdf
draft RUU Cipta Kerja revisi disahkan.pdf
draft RUU Cipta Kerja revisi disahkan revisi.pdf",1
12147,@Kftryn,"Membalas 
@sapptrsaaTake down dulu plis

TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya",1
12150,@manifezzto,"dari segi formil, pembuatan ruu cipta kerja minim banget keterbukaan buat publik. mulai dari dibahas diem2 sampe larut malem 
 dan klaim airlangga hartanto yg bilang udah dibahas sama beberapa serikat buruh, padahal serikat buruh ga ada yg ngerasa tu",1
12155,@Kftryn,"Membalas 
@kyonfathMaaf tolong di take down dulu ya kak!

TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya",1
12156,@mommyvici,"Maka, draft final RUU Cipta Kerja yang telah jadi UU Cipta Kerja, terindikasi kuat cacat hukum yaitu cacat formal dan materil #KRPIPerppuBatalkanUUCipker",1
12157,@tfq_firdaus,"Konyol dong, menyepakati draf RUU Cipta Kerja yg belum final!Tweet Kutipan
tirtoid
@TirtoID
 · 8 Okt
Menurut Baleg DPR draf RUU Cipta Kerja belum final. Masih ada perbaikan. Padahal, RUU ini sudah disepakati DPR, DPD, dan pemerintah Senin kemarin. 
https://tirto.id/f5GR
Tampilkan utas ini",1
12159,@KEKEnyangannnn,"Yang mengesahkan RUU Cipta kerja itu DPR
Tapi malah polisi yang dibenturkan ke rakyat
Padahal polisi juga bagian dari kita",1
12162,@DedikSetyaa,"Membalas 
@AlputriRuroh
 @candbyee_
  dan 2 lainnyaUdah baca yg uu cipta kerja sama uu ketenagakerjaan yg dulu???

Apa mungkin kampus demo, invenstor menolak, buruh protes, dengan landasan rangkuman bbrapa point yg viral yang ktanya hoax.

Dari RUU aja udah banyak yg kontra, eh malah disahkan",1
12167,@yulihalima24,"RUU cipta Kerja yang tidak pro ke para pekerja. >> #EkonomiKhilafahAntiKrisis << #0ned1:40
11,7 rb tayangan
Dari 
𝕻𝖆𝖐𝖓𝖊 𝕬𝖞𝖒𝖆𝖓 𝕽𝖊𝖇𝖔𝖗𝖓 #2",1
12168,@LILApama2011,"Di bawah ini beberapa isu yang ramai beredar di media sosial terkait pembahasan RUU Cipta Kerja:
1. Uang pesangon dihilangkan > HOAX
FAKTA :Pesangon tetap wajib diberikan sesuai aturan di RUU OL Bag. 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12177,@NorFadhila11,"Alhamdulillah di Kalsel mahasiswa menang
DPRD menyatakan menolak RUU Cipta Kerja dan akan berangkat langsung ke Jakarta dengan perwakilan 3 mahasiswa
semoga menang Ya Allah
#TolakUUCiptaKerja #TolakOmnibusLaw #MosiTidakPercaya #DPRIRIKhianatiRakyat #MahasiswaBergerak",1
12181,@PeriHardian,"Saran dan kritik dari berbagai pihak ini jauh lebih kuat dibanding muatan Naskah Akademik dan RUU Cipta Kerja yang dibuat Pemerintah.

#KRPIPerppuBatalkanUUCipker",1
12182,@Ahmedyudaa,"Membalas 
@VICTORY0NGBukan RUU lagi kan Udah sah jadi tolak UU cipta kerja",1
12184,@potatobacot,"Membalas 
@bluepetalx
 dan 
@rrrnnniiiiMmm cuma mau bilang, hastag nya yg sedikit aja biar cepet naik nya, percaya deh cepet naiknya, tolong di rt ya!! makasii

TOLAK RUU CIPTA KERJA
'DARI RAKYAT, OLEH RAKYAT, UNTUK RAKYAT.'

#TolakOmnibusLaw
#TolakUUCiptaKerja",1
12189,@zarlinda,"Masukan berbagai pihak ini sebetulnya jauh lebih kuat dibanding muatan Naskah Akademik dan RUU Cipta Kerja yang dibuat Pemerintah.

#KRPIPerppuBatalkanUUCipker",1
12197,@MongabayID,"Sejak awal, RUU Cipta Kerja dikritik, yang dibahas dari awal diam-diam dan dinilai condong memberikan karpet merah kepada investor dengan abai lingkungan dan ancaman makin menyulitkan hidup rakyat.  RUU Cipta Kerja telah ketuk palu.Banjir Kritik Pengesahan UU Cipta Kerja, Pemerintah Kejar Target Bikin Aturan Turunan
    Sejak awal berbagai kalangan di negeri ini mengkiritik RUU Cipta Kerja, yang dibahas dari awal diam-diam dan dinilai condong memberikan karpet merah kepada investor dengan abai lingkungan dan…
mongabay.co.id",1
12198,@nadyahappyanaa,kepala seksi aja gedeg gedeng sama RUU Cipta Kerja.  Sengawur itukah :((,1
12200,@SuminiOoy,"Ekonomi Indonesia sudah memasuki jurang resesi Di sisi lain, pemerintah justru mengesahkan RUU Cipta Kerja yang jelas-jelas merugikan tenaga kerja Indonesia dan menguntungkan pihak asing. 

#EkonomiKhilafahAntiKrisis
#PekerjaSejahteraDalamKhilafah
#IslamWujudkanRahmatanLilAlamin",1
12204,@LPMNOVUMFHUNS,"“(Aksi ini) sebagai ungkapan kekecewaan kita sebagai mahasiswa UNS terhadap ulah DPR (Dewan Perwakilan Rakyat), khususnya yang sudah mengesahkan daripada RUU Cipta Kerja ini. Karena kan, secara diam-diam ya, malam-malam. Setelah itu disahkan lagi pada hari berikutnya, sore-sore.",1
12205,@LPMNOVUMFHUNS,"(BEM UNS 2020) yang menyerukan ajakan aksi melalui media sosial sebagai ungkapan kekecewaan disahkannya RUU Cipta Kerja.

Hal tersebut disampaikan oleh Wahid Mu’tashim selaku Menteri Koordinator Pengetahuan dan Pergerakan Badan Eksekutif Mahasiswa UNS 2020 (BEM UNS 2020).",1
12206,@LPMNOVUMFHUNS,Kumpulan mahasiswa tersebut melakukan aksi yang diberi nama Sebelas Maret Menggugat sebagai buntut dari peristiwa disahkannya Omnibus Law Rancangan Undang-Undang (RUU) Cipta Kerja pada Selasa (5/10). Aksi Sebelas Maret Menggugat diprakarsai oleh Badan Eksekutif Mahasiswa UNS 2020,1
12209,@magnum_putra,"""Kita tidak bicara untung-rugi bagi pekerja dan pemberi kerja. RUU Cipta Kerja ini penting bagi bangsa,"" tandas Airlangga.

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12212,@magnum_putra,"belum diputuskan untuk dibahas di komisi tertentu. Airlangga yakin, RUU Cipta Kerja dan dua RUU lainnya akan berjalan mulus di DPR.

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12214,@magnum_putra,"RUU Perpajakan kini dibahas di Komisi XI DPR dan RUU Ibu Kota di Komisi II. Sedang RUU Cipta Kerja yang diajukan Rabu (12/2) pekan lalu, 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12219,@SembiringUdin,kita juga tau pak dalang pencetus RUU cipta kerja omnibus law... https://viva.co.id/amp/berita/nasional/1309948-menko-airlangga-pemerintah-tahu-dalang-demo-omnibus-law?__twitter_impression=true…,1
12220,@Rilitasnews,"Menurutnya, Undang-Undang Cipta Kerja dibuat dengan cara tidak transparan. Publik dan sebagian lembaga negara tidak mendapatkan naskah RUU Ciptaker,

Baca Selengkapnya: 
https://rilitas.co.id/08/10/2020/tanggapan-guru-besar-ugm-dan-padjadjaran-soal-uu-cipta-kerja/…

#ugm #padjadjaran #uuciptakerja #omnibuslaw #beritaterkini #beritaterbaruTanggapan Guru Besar UGM dan Padjadjaran soal UU Cipta Kerja - Rilitas.co.id
RILITAs.co.id, Jakarta – Guru Besar Hukum Tata Negara Universitas Gadjah Mada (UGM) Prof Zainal Arifin Mochtar menilai, Undang-Undang Cipta Kerja (UU Ciptaker) dibuat dengan cara tidak transparan....
rilitas.co.id",1
12223,@fckfeelingid,"08-10-2020
""Hari ini aliansi mahasiswa jember menggugat,tolak ruu cipta kerja""

#jembermenggugat 
#MahasiswaTurunKejalan 
#aliansimahasiswajember
#mahasiwabergerak0:24
259 tayangan",1
12226,@magnum_putra,"Namun, untuk mengubah sebuah UU, pemerintah harus ke DPR. Itulah sebabnya, pemerintah mengajukan RUU Perpajakan, RUU Cipta Kerja, dan RUU Ibu Kota Baru.

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12229,@ErlyKhumalasari,"Setelah diberi kesempatan per fraksi, Partai Demokrat masih ingin berbicara di forum paripurna sebelum RUU Cipta Kerja disahkan. Debat panas Demokrat dengan pimpinan sidang diakhiri Benny K Harman dengan memimpin aksi WO.",1
12230,@ErlyKhumalasari,"Sebagai catatan, Benny K Harman pada sidang paripurna pengesahan RUU Cipta Kerja, Senin (5/10), berdebat panas dengan pimpinan sidang Azis Syamsuddin. Benny K Harman meminta hak Fraksi Demokrat menyatakan ketidaksetujuan mereka terhadap RUU Cipta Kerja.",1
12232,@ErlyKhumalasari,"Video yang beredar tersebut memberi keterangan bahwa Benny K Harman menyatakan dukungannya terhadap RUU Cipta Kerja pada rapat di sebuah hotel di Tangerang, Senin, 28 September 2020. Video itu menampilkan potongan pernyataan Benny K Harman soal RUU Cipta Kerja.",1
12234,@Tyalovesbangtan,"Kalau terjemahin sesuatu dan belum final, saya gak bisa dibayar soalnya dianggap belum beres. 

Kalau draf RUU Cipta Kerja belum final LALU KEMARIN KETOK PALU APA NDERRRRR???? 
#mositidakpercayaTweet Kutipan
tirtoid
@TirtoID
 · 8 Okt
Menurut Baleg DPR draf RUU Cipta Kerja belum final. Masih ada perbaikan. Padahal, RUU ini sudah disepakati DPR, DPD, dan pemerintah Senin kemarin. 
https://tirto.id/f5GR
Tampilkan utas ini",1
12236,@idntimes,"Demo RUU Cipta Kerja masih berlangsung kondusif[FOTO] Mahasiswa Mulai 'Pemanasan' Demo RUU Cipta Kerja di Patung Kuda
Demo masih berlangsung kondusif
idntimes.com",1
12237,@eva_juhayati,"Membalas 
@BStolenbergs
 @CNNIndonesia
 dan 
@vierdaLah kan videonya SAS udah bertebaran di sosmed bahwa PBNU tidak medukung RUU Ciptakerja di-sahkan. Ente kok ketinggalan info sih. ",1
12245,@DinaIstiani3,"Benny Kabur Harman, anggota Fraksi Partai Demokrat DPR, memimpin aksi walk out dari sidang paripurna pengesahan RUU Cipta Kerja pada Senin (5/10). Setelah aksi WO Partai Demokrat, beredar video yang menarasikan Benny K Harman mendukung RUU Cipta Kerja.",1
12247,@xxblueeex,"Membalas 
@CNNIndonesiaDIH NAJIS
TOLAK RUU CIPTA KERJA

#DPRRIKhianatiRakyat 
#MosiTidakPercayaDPRRI 
#IndonesiaDalamBahaya
#GugatUUCiptaKerja 
#REVOLUSIatauMATI
#MosiTidakPercayaJokowi 
#MahasiswaBergerak",1
12261,@shinsinzz,"Membalas 
@urbabykthMasih belum di takedown yaa? Udah satu jam nihhh.. segera ya! 
TOLAK RUU CIPTA KERJA

#StopRugikanRakyat
#KartuMerahOmnibusLaw 
#IndonesiaDalamBahaya
#TolakOmnibusLaw
#TolakRUUCiptaKerja
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI",1
12267,@ByunJumi04,"Hayuk bantu naikin HT nya!!!

TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya",1
12269,@mgmkitchenn,Berikut yang katanya pembelaan dari DPR soal RUU ciptakerja dan ada juga balasan dari Presiden KSPI...,1
12275,@KinantiSetyo,"Di saat pandemi ini, jutaan orang di-PHK. Kalau tidak ada tindakan cepat, maka pengangguran akan memburuk. RUU cipta kerja harus gol, untuk menarik investor bangun pabrik di sini, supaya tercipta lapangan kerja baru. Paham?",1
12276,@KinantiSetyo,Saya takkan bahas isi RUU Cipta Kerja ini. Saya yakin sudah banyak mendapat informasi tentang ini. Saya hanya bahas mengenai dampak dan sedikit renungan buat pembaca,1
12279,@KinantiSetyo,Salah satunya Konfederasi Serikat Pekerja Nasional (KSPN). Presiden KSPN Ristadi menyatakan pihaknya tidak akan ikut mogok nasional soal RUU Cipta Kerja karena pandemi,1
12280,@KinantiSetyo,"Itu cuma klaim mereka sendiri, yang merasa mewakili padahal itu hanya alasan buat demo tak jelas. Buktinya sejumlah organisasi buruh menyatakan tidak bakal mengikuti kegiatan mogok nasional yang digelar 6-8 Oktober 2020 terkait isu Omnibus Law RUU Cipta Kerja",0
12281,@KinantiSetyo,"=== Buat Pendemo, Pikirkan Jutaan Orang Sulit Cari Kerja Karena Investor Ogah Masuk ===

Disahkannya RUU Cipta Kerja menuai banyak penolakan dan demo. Puncaknya terjadi pada tanggal 8 Oktober hari ini. Ditambah di media sosial banyak isu-isu yang tidak benar bergentayangan",1
12282,@RismaCh_07,"RuU Cipta Kerja, Kalian itu wakil siapa? >> #EkonomiKhilafahAntiKrisis << #IslamWujudkanRahmatanLilAlamin >>Dari 
Peradaban Mulia",1
12283,@idntimes,"Proses panjang penggodokan RUU Cipta Kerja sudah berakhirSimak Yuk, Fakta yang Ada di 1.000 Halaman Omnibus Law Cipta Kerja 
Proses panjang penggodokan RUU Cipta Kerja sudah berakhir
sumut.idntimes.com",1
12286,@txtdarisukabumi,Demo Besar seluruh buruh dan GBSI beserta lapisan masyarakat ikut Demo Menolak RUU Omnibus Law / Cipta Kerja,1
12287,@bunashotaro,"Membalas 
@chaeRyboomTOLAK RUU CIPTA KERJA
#GagalkanOmnibusLaw 
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#TolakOmnibusLaw
#tolakruuciptakerja
#BatalkanOmnibusLaw
#IndonesiaDalamBahaya 
#MosiTidakPercayaDPRRI",1
12288,@Andy_Lianyy,"Bank Dunia merespon positif RUU Cipta Kerja. Krn mengatur reformasi birokrasi dan regulasi utk kemudahan investasi.
Hal ini diharapkan dpt memancing investor ke Indonesia.

#FaktaOmnibusLaw",1
12289,@AmandiaListia,"Sejak awal Muhammadiyah sudah menyampaikan sikap dan masukannya terhadap RUU Cipta Kerja
#UUCiptaKerjaHarapanRakyat",1
12291,@gumelarcitato11,"pulang lu corona!!
indonesia sedang berperang dg bangsanya sendiri
jangan lu ikut campur dlm permasalahan kami
sudah cukup negri ini menderita, dg adanya ruu cipta kerja.

#MahasiswaBergerak 
#MahasiswaTurunKejalan
#TolakOmnibusLaw
#TolakUUCiptaKerja",1
12292,@Masyita08912111,"Fix!!! Omnibus Law RUU Ciptaker sudah sah menjadi undang-undang dalam waktu singkat dan diumumkan di malam hari. Yuk simak selengkap di Channel Youtube MMC!!!

KW :
Kpopers turun
Mahasiswa Turun ke Jalan
kpopers turun ke jalan
DPR Sahkan RUU Cipta Kerja
RUU Cipta Kerja",1
12293,@zmaull06,"Membalas 
@peachjunn_TOLAK RUU CIPTA KERJA!
DPR RI GAGAL
#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya
#GugatUUCiptaKerja
#MosiTidakPercayaJokowi
#REVOLUSIatauMATI",1
12294,@magnum_putra,"Rancangan Undang-Undang Cipta Kerja (RUU Ciptaker) justru menguntungkan para buruh. 

Awas Corona #UUCiptaKerjaHarapanRakyat",1
12301,@mommyvici,"Jika yg “katanya” draft final RUU Cipta Kerja sudah beredar itu benar adanya, khusus klaster ketenagakerjaan, mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja (27/9/20) di Hotel Swissbell Tangerang? #KRPIPerppuBatalkanUUCipker",1
12302,@eizanfolks_,"#CiptaKerjaLapanganKerja 
#RUUCiptaKerjaTweet Kutipan
Sang Petualang
@Sang_P3tu4l4nk
 · 8 Okt
Inilah salah satu alasannya kenapa pemerintah meloloskan RRU cipta kerja tdk lain utk memberikan jaminan buat para pencari kerja mendapatkan hak nya. 
Hayo kita dukung pemerintah 
#CiptaKerjaLapanganKerja 
#RUUCiptaKerja",0
12303,@nasuhaalii,"Ooh mungkin yg kemarin itu baru naskah publikasi aja ya?

Belum jadi RUU CIPTA KERJA BISMILLAH INSHAA ALLAH FINAL TANPA REVISI LAGI SEMOGA BERKAH.PDF gitu?Tweet Kutipan
Sam Ardi
@Sam_Ardi
 · 8 Okt
HAHAHAHAHA APA KUBILANG https://tirto.id/belum-ada-draf-final-ruu-cipta-kerja-baleg-dpr-masih-kami-rapikan-f5GR…",1
12304,@eva_juhayati,"Membalas 
@MardaniAliSera
 dan 
@tvOneNewsKenapa si Ngabalin yang muncul sih ?
Jokowi , Puan pada kemana ?
Mereka berdua yang diam2 mempercepat pengesahan RUU Ciptakerja di tengah pandemi, malah curut2 nya yang muncul untuk menanggapi bantahan. #gedeg",1
12312,@MDrezaakmal1,"Nanggroe Aceh memanggil
Penolakan RUU Cipta kerja!!!
Hidup Mahasiswa indonesia 
 panjang umur perjuangan
08oct20
Lhokseumawe,Aceh.

#panjangumurperjuangan 
#DPRPengkhianatRakyat 
#MOSITIDAKDIPERCAYA0:43
576 tayangan",1
12313,iG @MenarikBanget,"SIDAK 6 Oktober: 5 Berita Aktual Hari Ini: Omnibus law RUU Cipta Kerja yang resmi disahkan…SIDAK 6 Oktober: 5 Berita Aktual Hari Ini
Omnibus law RUU Cipta Kerja yang resmi disahkan dalam rapat paripurna menjadi topik perbincangan hangat hari ini.
news.detik.com",1
12316,@yvsvfvckovt,"Mohon maaf nih, gue emg bukan mahasiswa.
Gue cuma pekerja, pekerja sama juga dgn buruh. Gue sama kek kalian gak setuju sama RUU CIPTA KERJA.
Bukan gue gak mau turun kejalan.
Tapi gue sadar diri, gue kerja di salah satu instansi pemerintah.",1
12318,@jatamnas,"N.G.A.W.U.R

Belum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan https://tirto.id/belum-ada-draf-final-ruu-cipta-kerja-baleg-dpr-masih-kami-rapikan-f5GR…

#MosiTidakPercaya 
#CabutOmnibuslawBelum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan - Tirto.ID
Draft final masih belum ada meski RUU Cipta Kerja ini sudah disepakati DPR, DPD, dan pemerintah untuk menjadi Undang-Undan sejak, Senin (5/10/2020).
tirto.id",1
12319,@potatobacot,"Membalas 
@collegemenfess
 dan 
@icevkrimMmm cuma mau bilang, hastag nya yg sedikit aja biar cepet naik nya, percaya deh cepet naiknya, tolong di rt ya!! makasii

TOLAK RUU CIPTA KERJA

#MosiTidakPercayaDPRRI 
#IndonesiaDalamBahaya",1
12321,@CJonghoNoona,"Jadi pengen punya kekuatan nya Peng 

Megang tangan nya anggota dewan sambil bilang :"" Cabut RUU Cipta kerja sekarang!""

Terus para anggota dewan nurut dan gajadi nge sah kan UU nya
#TolakUUCiptaKerja 
#tolakomnisbuslawDPR",1
12323,@Ndoro_Raghil,"Jangan” jaenudin jg ga tau isi RUU Cipta Kerja yg katanya ratusan (hampir 1000) lembar, gmn dia mau baca wong kebiasaannya tanda tangan tanpa membaca lebih dulu, pdhal cuma bbrp lbr
Disodorin langsung di TT aja tanpa tau isinya..

Bacaannya yg udah jd rahasia umum kan komik!",1
12325,@AriestaRiico_,"Dugaan mereka berakar dari diubahnya ketentuan Pasal 42 UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan. Yang perubahannya dalam RUU Cipta Kerja Pasal 42
Awas Corona #UUCiptaKerjaHarapanRakyat 
4",1
12326,@AriestaRiico_,"Pemahaman Keliru Penolak RUU Cipta Kerja pada Ketentuan Tenaga Kerja Asing

UU Cipta Kerja mendapat reaksi beragam dari masyarakat.
Banyak yang mendukung, ada juga yang menolak.

Awas Corona ya #UUCiptaKerjaHarapanRakyat 
Ulasan",1
12330,@SuaraBojonegoro,"Kapolres Bojonegoro Punguti Sampah, Ditengah Demonstran Tolak RUU Cipta KerjaKapolres Bojonegoro Punguti Sampah, Ditengah Demonstran Tolak RUU Cipta Kerja
Reporter : Sasmito Anggoro SuaraBojonegoro.com - Aksi Unjuk Rasa yang digelar oleh Aliansi Masyarakat Bojonegoro Menggugat, Mahasiswa, dan juga Pelajar, serta Aliansi Rakyat Bergerak yang dilakukan...
suarabojonegoro.com",1
12331,@Dewis1924,"Menurutnya, adanya larangan buruh protes atas semua penindasan itu karena RUU Cipta Kerja memberi hak kepada pengusaha untuk melakukan PHK kapan saja, tanpa ada kewajiban memberi pesangon serta dihapuskannya semua sanksi bagi pengusaha.
#PekerjaSejahteraDalamKhilafah",1
12333,@Jatengpostcom,Siang ini #MahasiswaBergerak di Kota Tegal turut menolak pengesahan RUU Cipta Kerja.,1
12334,@H4fizhIhsannagi,"Ikut Demo Karna menyampaikan aspirasi atas ketidak setujuan terhadap RUU Cipta Kerja
Ikut Demo demi upload SW, Instastory, rusuh & cuman ikut2an biar terlihat Uwu 
Pas ditanya kenapa ikut demo & apa itu RUU Cipta Kerja..plonga...plongo..gak bisa jawab ",1
12336,@Yubi666,"RUU Cipta Kerja Disahkan, Pengamat Sebut Mogok Bukan Solusi
https://liputan6.com/news/read/4374615/ruu-cipta-kerja-disahkan-pengamat-sebut-mogok-bukan-solusi…

#CiptaKerjaLapanganKerja
#TolakDemoRusuh",1
12339,@siapaakusiapa6,"TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#GugatUUCiptaKerja 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahayaTweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 8 Okt
Jokowi di Kalteng, Food Estate Fokus di 30 Ribu Ha Lahan https://cnnindonesia.com/ekonomi/20201008120421-92-555905/jokowi-di-kalteng-food-estate-fokus-di-30-ribu-ha-lahan?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed…",1
12347,@Ummumuhammadfa1,"Tok!!!! DPR sahkan RUU omnibus law, RUU cipta kerjaTok! DPR Sahkan RUU Cipta Kerja, Mahasiswa hingga K-Popers Turun Ke...
Pembahasan Omnibus Law, RUU cipta kerja atau RUU yang dianggap membawa celaka bagi para buruh Indonesia kini telah mencapai puncaknya. Hal tersebut ditandai ...
youtube.com",1
12348,@rikkiiii09,"RUU cipta kerja cuma menjadi kegaduhan ditengah kondisi resesi saat ini, pen ngelancarin invest, tpi investor ga mau lah, org gada kejelasan malah kegaduhan timbulnya, alih alih manfaatin pandemi, malah tambah bonyok.. ditambah hadapin rakyat, Makan tu ide! #TolakOmnibusLaw",1
12350,@Fayaaa16,"Sumpah aku nangis liatnya, RUU Cipta Kerja hanya akan memperburuk keadaan Indonesia di masa pandemi iniTweet Kutipan
ᵇᵉᵃᵗᵇᵉᵃᵗ
@babyynolie
 · 8 Okt
Buat yang turun ke jalan semangat ya!!!!! Stay safe!!!! Kalian hebattt!!!!
#HIDUPRAKYATINDONESIA #MahasiswaBergerak #MahasiswaTurunKejalan #TolakDemoRusuh #TolakOmnibusLaw #HIDUPRAKYATINDONESIA",1
12351,@shotarobabygirl,"Gua dikereta rame sama yg mau ikutan aksi. Kalian semua yg ikutan aksi baik2 ya. Pergi sehat plg harus sehat juga. Semangat!
TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#TolakOmnibusLaw 
#TolakUUOmnibusLaw",1
12358,@wonundaeyo,"Ga perlu dibeda say...soalnyanyg beredar itu belum tentu yang di ttd Pak Jokowi nanti, prosesnya saja sudah salah...

Fraksi PKS Sebut Draf Final RUU Cipta Kerja Masih Direvisi - http://Tirto.ID https://tirto.id/f5Hq?utm_source=Twitter&utm_medium=Share…Tirto.ID - Jernih Mengalir Mencerahkan
Media online terkini. Menyajikan tulisan dan infografik berita nasional dan internasional serta analisis berdasarkan fakta dan data.
tirto.id",1
