,id_dataset,user_account,tweet,clean_tweet,sentimen,id_user
1604,45026,@IkronAldino,"Membalas 
@CNNIndonesiaPrihatin sama polrinya , yang dia sendiri blum tentu tau isi dari RUU cipta kerja katanyanamah.",balas polri isi rancang undang undang cipta kerja,0,1
1605,45027,@Lalawae3,"Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi.
#OmnibusLawUntungkanBuruhMenkominfo: Masyarakat Jangan Terpicu Hoaks UU Cipta Kerja
Jakarta, Ditjen Aptika - Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi. Menkominfo menghimbau agar masyarakat tidak...
aptika.kominfo.go.id",unjuk rancang undang undang rancang undang undang cipta kerja dasar hoax informasi masyarakat ter hoax undang undang cipta kerja jakarta direktorat jenderal aptika unjuk rancang undang undang rancang undang undang cipta kerja dasar hoax informasi menteri komuninkasi informatika menghimbau masyarakat aptika kominfo pergi,1,1
1606,45028,@gausahnanya5,setuju RUU cipta kerja kalau tak pandang bulu.,tuju rancang undang undang cipta kerja pandang bulu,1,1
1607,45029,@Polres_batola,"AKBP Lalu Moh. Syahir Arif, S.I.K, M.M Pimpin Apel Siaga Polres Batola dalam rangka Antisipasi Unras Penolakan RUU Cipta Kerja dengan Instansi Terkait.",akbp moh syahir arif s k m m pimpin apel siaga polres rangka antisipasi unras tolak rancang undang undang cipta kerja instansi kait,0,1
1608,45030,@LAPASTABANAN,"9. Surat tersebut ditindaklanjuti Menko 
@PerekonomianRI
 bersama menteri terkait dengan menyampaikan surat presiden, naskah RUU Cipta Kerja, serta naskah akademik yg menyertainya kpd Ketua dan Wakil Ketua 
@DPR_RI
 tanggal 12Februari2020

#KumhamPasti
#OmnibusLawTaatProsedural",surat tindak menteri koordinator menteri kait surat presiden naskah rancang undang undang cipta kerja naskah akademik serta ketua wakil ketua tanggal,1,1
1609,45031,@zaharannnn,Sekarang aku jd mendukung RUU cipta kerja hihi,dukung rancang undang undang cipta kerja,1,1
1610,45032,@MataNajwa,"Grafis di atas menunjukkan pengubahan naskah RUU Cipta Kerja tidak hanya bersifat teknis sebagaimana diatur dalam UU No.12/2011 tentang Pembentukan Peraturan Perundang-Undangan dan perubahannya pada UU No.15/2019⁣.

#MataNajwaCiptaKerjaManaFaktaManaDusta",grafis ubah naskah rancang undang undang cipta kerja sifat teknis atur undang undang bentuk atur undang undang ubah undang undang,1,1
1611,45033,@Lukmanharijant4,"Membalas 
@DiantyYasmin3Gabener jkt58 gimana sikapnya terhadap RUU Cipta Kerja ko belum denger ",balas sikap rancang undang undang cipta kerja dengar,0,1
1612,45034,@daysuser,"siapa tau teman2 ada yang butuh file ttg RUU Cilaka

http://dpr.go.id/uu/detail/id/442…

Jika Ingin Membaca Semua Rincian *UU Omnibus Law* Silakan ke Laman di Bawah ini:
*1. RUU Cipta Kerja (Baleg DPR PDF)*
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…
#OmnibusLaw
#MahasiswaMelawan #AwasJadiKorbanHoaxOmnibus",butuh file rancang undang undang celaka,0,1
1613,45035,@MasukSilahkan,"mantan menteri Pendidikan dan Kebudayaan itu mengatakan RUU Cipta Kerja merupakan revolusi mental dalam bentuk produk hukum. #OmnibusLawUntungkanBuruhRUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",mantan menteri didik budaya rancang undang undang cipta kerja revolusi mental bentuk produk hukum cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1,1
1614,45036,@wa_puspa,"""RUU Cipta Kerja Klaster Ketenagakerjaan. Mari kita simak #UUCiptaKerja pada poin-poin tertentu. Semoga bermanfaat,"" tulis @jubir_presidenri dalam keterangan videonya. #OmnibusLawUntungkanBuruh",rancang undang undang cipta kerja kluster ketenagakerjaan mari simak poin poin moga manfaat tulis terang video,1,1
1615,45037,@MonitorJadul,"Dalam proses perjalanan sebelum menjadi undang-undang yang sah, RUU Cipta Kerja telah melakukan prosedur dan ketentuan dalam menyusun RUU Cipta Kerja #UUCiptaKerja #MataNajwa",proses jalan undang undang sah rancang undang undang cipta kerja prosedur tentu susun rancang undang undang cipta kerja,1,1
1616,45038,@Yubi666,"Bukti bahwa proses pembahasan RUU Cipta Kerja Transparan dan melibatkan bnyk pihan terkait 
#OmnibusLawTransparan",bukti proses bahas rancang undang undang cipta kerja transparan libat pilih kait,1,1
1617,45039,@Greymindless,"Topiknya RUU cipta kerja
tapi di sosmed beredarnya saling menyudutkan entah aparat kejam atau pendemo yg anarkis.
Ga ada sama sekali yg ngebahas UU nya itu sendiri..
emg ga ada apa yg mau bahas/diskusi yg santai,tenang tenang wae tanpa kekerasan/ribut ",topik rancang undang undang cipta kerja sosial media edar sudut aparat kejam demo anarkis bahas undang undang emang bahas diskusi santai tenang tenang keras ribut,1,1
1618,45040,@DahlanMahmud,"Mereka yang merasa paling tahu tentang RUU Cipta Kerja disakmat oleh Menkoinfo dengan  mempermalukan didepan pemirsa tv, sehingga matanajwapun sengaja memboikot durasi untuk Menkoinfo utk menjelaskan permasalahan yang tidak dikuasai oleh mereka yang (asbun) tentang RUU OmnibuslawTweet Kutipan
Arnis.sk jambak,cinta itu musti sesuai
@ondarnis
 · 15 Okt
sami mawon nggak ngerti persoalan,  katanya berdebat di tingkat awal,  apa orang orang itu dilibatkan?
presiden jokowi saja bilang 3 bulan wajib kelar tuh uu? twitter.com/M_Asmara1701/s…",rancang undang undang cipta kerja skakmat menteri komuninkasi informatika malu depan pirsa televisi mata najwa sengaja boikot durasi menteri komuninkasi informatika masalah asai bunyi rancang undang undang omnibus law tweet kutip arnis sk jambak cinta mesti sesuai oktober erti debat tingkat orang orang libat presiden jokowi bilang wajib kelar undang undang s,1,1
1619,45041,@rouf_ludba,"Membalas 
@AgusYudhoyono
 dan 
@PDemokratPembahasan RUU cipta kerja ini udah berapa kali?? Fraksi Demokrat kemana aja? Kalo g setuju harusnya kawal dr saat pembahasan. Mana pasal yg kurang sesuai dibahas ttuntas sampai betul-betul disetujui utk semua. Udah di ketok palu main walk out...",balas rancang undang undang cipta kerja kali fraksi demokrat mana g tuju kawal bahas pasal sesuai bahas tuntas tuju ketok palu main jalan,1,1
1620,45042,@_andre_smart,"#OmnibusLawTaatProsedural
Asli sesuai prosedural , saat pembahasan RUU Cipta kerja , dewan juga minta masukan dri rakyat sipil dan akademi serta pengusaha kecil",asli sesuai prosedural bahas rancang undang undang cipta kerja dewan masuk rakyat sipil akademi usaha,1,1
1621,45043,@Meylindarichez,Fakta RUU Cipta Kerja!!,fakta rancang undang undang cipta kerja,0,1
1622,45044,@AnniezaKhairun1,"Waktu kerja untuk pekerja dan buruh sangat diperhatikan di dalam Omnibus Law, RUU Cipta kerja memberi ruang optimalisasi waktu kerja dan optimalisasi kapasitas produksi dengan menambah jam lembur, dari 3 jam menjadi 4 jam per hari. #KeberhasilanOtsus #Papua",kerja kerja buruh perhati omnibus law rancang undang undang cipta kerja ruang optimalisasi kerja optimalisasi kapasitas produksi tambah jam lembur jam jam,1,1
1623,45045,@Kemenag_RI,"Sesuai aspirasi masyarakat, sejumlah UU dikeluarkan dari RUU Cipta Kerja, antara lain: UU 20/2003 tentang Sisdiknas dan UU 14/2005 tentang Guru dan Dosen.

Artinya, UU ini tidak ada perubahan. 

Bagaimana Pesantren? Tetap dgn UU 18/2019 tentang Pesantren

#OmnibusLawTransparan",sesuai aspirasi masyarakat undang undang keluar rancang undang undang cipta kerja undang undang sisdiknas undang undang guru dosen undang undang ubah pesantren undang undang pesantren,1,1
1624,45046,@pmibanyumas,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. (15/10)

#pmibanyumas #pmiselalubantu #banyumas #purwokerto #purwokertohitz  #infopurwokerto #instapurwokerto #banyumas24jam #banyumasinfo #purwokertoonline",proses evakuasi korban serta aksi demonstrasi rancang undang undang cipta kerja tim pmi kabupaten banyumas populer informasi online,0,1
1625,45047,@MonologeLLy_318,"Menaker 
@idafauziyah
 menegaskan bahwa Pembahasan RUU Cipta Kerja Transparan dan Demokratis.

#OmnibusLawTransparan",menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis,1,1
1626,45048,@effortlesgenius,Jadi inikah narasi RUU Ciptakerja? #DPRImpositor #OmnibusLaw #RakyatBosanDikhianati  https://instagram.com/tv/CGTyMBxBqah/?igshid=1leesa0wylxy9…,narasi rancang undang undang cipta kerja,1,1
1627,45049,@Edy_sono,"Membalas 
@tempodotco
 dan 
@RismaayunurYg penting paham dan mengerti isi ruu ciptakerja..., Bukan soal lama atau sebentar bro..
Emang baca komik ga pake lama...,
Kalo komik ada karikatur, ga baca jg bisa senyum2 mengerti...",balas paham erti isi rancang undang undang cipta kerja sebentar bro emang baca komik pakai komik karikatur baca erti,0,1
1628,45050,@ikanbawel789,"Membalas 
@ari_ariayamWkwkwk gaadak lah, bisa bisa RUU cipta kerja ditambah nanti peraturan nya kalau rebo wekasan pada gamasuk",balas rancang undang undang cipta kerja tambah atur rabu wekasan masuk,0,1
1629,45051,@_GalihM_,"3 Oktober 2020

DPR dan pemerintah menyelesaikan pembahasan Omnibus Law RUU Cipta Kerja di tingkat I atau tingkat Baleg DPR, untuk selanjutnya disahkan di rapat paripurna.

Referensi:Tok! RUU Cipta Kerja Rampung Dibahas, Tinggal Disetujui Paripurna - Tirto.ID
Hanya Partai Demokrat dan PKS yang menolak RUU Cipta Kerja dilanjutkan pengesahannya dalam rapat paripurna DPR RI. Sedangkan DPD RI dan pemerintah setuju.
tirto.id",oktober dewan wakil rakyat perintah selesai bahas omnibus law rancang undang undang cipta kerja tingkat tingkat baleg dewan wakil rakyat sah rapat paripurna referensi rancang undang undang cipta kerja rampung bahas tinggal tuju paripurna tirto partai demokrat pks tolak rancang undang undang cipta kerja lanjut kesah rapat paripurna dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah tuju tirto,1,1
1630,45052,@life_interlude,"Membalas 
@tebaksendiridehtempel draft RUU cipta kerja aja ya Bu",balas draf rancang undang undang cipta kerja ya,0,1
1631,45053,@DiniHrdianti,"Metode penyusunan 3 RUU CIPTA KERJA ini tetap mengacu pd UU No. 12 thn 2011 ya.. yaitu tentang Pembentukan Peraturan Perundang-undangan sebagaimana diperbaharui dg UU No. 15 thn 2019.

#OmnibusLawTaatProsedural",metode susun rancang undang undang cipta kerja acu undang undang ya bentuk atur undang undang baharu undang undang,1,1
1632,45054,@YanHarahap,"Ketua Umum 
@PDemokrat
 ⁦
@AgusYudhoyono
⁩ atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.AHY: Ketidakjelasan Draf RUU Cipta Kerja Timbulkan Kebingungan Masyarakat - www.radartangsel.com
Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.
radartangsel.com",ketua kenal nilai ketidakjelasan draf final rancang undang undang cipta kerja timbul bingung masyarakat ketidakjelasan draf rancang undang undang cipta kerja timbul bingung masyarakat ketua partai demokrat agus harimurti yudhoyono kenal nilai ketidakjelasan draf final rancang undang undang cipta kerja timbul bingung masyarakat,0,1
1633,45055,@pt_jasaraharja,"#JasfrenHarusTau bagaimana proses tahapan penyusunan RUU Cipta Kerja.
Yukk, swipe left untuk melihat informasi selengkapnya ya!

#OmnibusLawTaatProsedur
#CiptaKerja
#JasaRaharja
#BUMNUntukIndonesia",proses tahap susun rancang undang undang cipta kerja ayo geser left informasi lengkap ya,1,1
1634,45056,@oreoregalll,"Membalas 
@AREAJULIDPermisi, maaf oot. Aku mau minta tolong adakah yang bersedia untuk mengisi form ini? Tentang Kontraversi RUU Cipta Kerja, terimakasih ya.
http://forms.gle/bKQx8sggGK7P67Jp7…",balas maaf luar topik tolong ada sedia isi formulir kontraversi rancang undang undang cipta kerja terima kasih ya,0,1
1635,45057,@infoka_id,"Menaker Klaim RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknyaMenaker Klaim RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknya
INFOKA.ID – Menteri Ketenagakerjaan Ida Fauziyah menyatakan hadirnya Undang-Undang (RUU) Cipta Kerja merupakan jawaban tantangan terbesar dalam mempertahankan dan menyediakan lapangan kerja sebanyak...
infoka.id",menteri ketenagakerjaan klaim rancang undang undang cipta kerja sedia lapang kerja banyak menteri ketanagakerjaan klaim rancang undang undang cipta kerja sedia lapang kerja banyak infoka menteri ketenagakerjaan ida fauziyah hadir undang undang rancang undang undang cipta kerja tantang besar tahan sedia lapang kerja infoka,1,1
1636,45058,@jr_kw19,"Kemudian presiden 
@jokowi
 menyampaikan RUU cipta kerja ini kepada ketua 
@DPR_RI
 melalui Menteri 
@PerekonomianRI
 bersama menteri terkait menyampaikan Surat Presiden& naskah RUU Ciptaker kpd ketua & wakil ketua DPR RI tgl 12 Februari 2020 

#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja ketua menteri menteri kait surat presiden naskah rancang undang undang cipta kerja ketua wakil ketua dewan wakil rakyat rakyat indonesia tanggal februari,1,1
1637,45059,@Tiaranaskm,"Awi membenarkan bahwa penangkapan mereka terkait dengan demonstrasi besar menolak RUU Cipta Kerja pekan lalu.
#GagalTotalTunggangiHoaxOBL8 Aktivis KAMI Ditangkap Polisi, Gatot Nurmantyo di Mana?
Polisi mengatakan telah menangkap delapan anggota KAMI terkait demonstrasi menolak Undang-Undang Cipta Kerja pekan lalu, di tengah polemik soal aktor intelektual di balik ke
suara.com",benar tangkap kait demonstrasi tolak rancang undang undang cipta kerja pekan aktivis tangkap polisi gatot nurmantyo polisi tangkap delapan anggota kait demonstrasi tolak undang undang cipta kerja pekan polemik aktor intelektual,0,1
1638,45060,@purichrist5,"RUU Cipta kerja Justru akan melindungi para pekerja., RUU ini jg tameng parah buruh.

~RUU ini untuk mensejaterakan maysarakat, jadi tak hanya buruh bahagia, tapi juga pengusaha.",rancang undang undang cipta kerja lindung kerja rancang undang undang tameng parah buruh rancang undang undang sejahtera masyarakat buruh bahagia usaha,1,1
1639,45061,@cintasiapanih,"Pasal 88F RUU Cipta Kerja : pemberi kerja dilarang memberi gaji buruh dibawah upah minimum 
#OBLBuatRakyatSejahtera",pasal rancang undang undang cipta kerja beri kerja larang gaji buruh bawah upah minimum,1,1
1640,45062,@KemnakerRI,"Ibu Ida menegaskan sejak dimulai pembahasan sejak 20 April hingga disahkan menjadi UU pada 5 Oktober 2020 lalu, proses penyusunan RUU Cipta Kerja melibatkan unsur pekerja/buruh yang diwakili SP/SB, Pengusaha, Kementerian/Lembaga, Akademisi, dan lembaga lain seperti 
@IndonesiaILO",ida bahas april sah undang undang oktober proses susun rancang undang undang cipta kerja libat unsur kerja buruh wakil sp serikat buruh usaha menteri lembaga akademisi lembaga,1,1
1641,45063,@Mitrasjayahasan,"Alhamdulilloh akhirx terima juga draf RUU Cipta kerja 812 hal
Soft copy",alhamdulillah terima draf rancang undang undang cipta kerja lembut copy,0,1
1642,45064,@NegaraAPI2,Hati-hati Terhadap Isu Hoax Terkait RUU Cipta Kerja,hati hati isu hoax kait rancang undang undang cipta kerja,1,1
1643,45065,@_panjipurnama,RUU Omnibus Law Cipta Kerja mewujudkan cipta demo.. #ruuciptakerja,rancang undang undang omnibus law cipta kerja wujud cipta demo,1,1
1644,45066,@tunggadewins,"Membalas 
@bealiviana17Kela ieu nu 3an teh masu ruu cipta kerja na versi bea liviana teh aya syarat ketentuan berlaku teu bisi weh keadilan tida merata berat sebelah mah angger demo meur ah",balas nu teh masuk rancang undang undang cipta kerja na versi bea liviana teh syarat tentu laku bis weh adil rata berat belah demo meur,0,1
1645,45067,@nafisahtanjung,"RUU Cipta Kerja, Menaker Ida: Bentuk Solidaritas bagi Usaha KecilRUU Cipta Kerja, Menaker Ida: Bentuk Solidaritas bagi Usaha Kecil
Menteri Ketenagakerjaan (Menaker) Ida Fauziyah terus melakukan sosialisasi Rancangan Undang-Undang Cipta Kerja. 
radarbangsa.com",rancang undang undang cipta kerja menteri ketenagakerjaan ida bentuk solidaritas usaha rancang undang undang cipta kerja menteri ketenagakerjaan ida bentuk solidaritas usaha menteri ketenagakerjaan menteri ketenagakerjaan ida fauziyah sosialisasi rancang undang undang cipta kerja,1,1
1646,45068,@muchlis_abdillh,"-DPR membahas RUU Cipta Kerja ditengah pandemi corna merupakan hal yang tidak etis, seharusnya DPR memprioritaskan kerja mereka fokus kepada kebutuhan masyarakat.
-terdapat sebagian RUU cipta kerja sudah etis hanya saja masyarakat indonesia mendapatkan berita hoax dari medsos.",dewan wakil rakyat bahas rancang undang undang cipta kerja tengah pandemi corona etis dewan wakil rakyat prioritas kerja fokus butuh masyarakat rancang undang undang cipta kerja etis masyarakat indonesia berita hoax media sosial,1,1
1647,45069,@EAGLE_0775,"ruu cipta kerja untuk kemaslahatan bersama bangsa dan negara 
jadi waspada #stophoaxuuciptaker",rancang undang undang cipta kerja maslahat bangsa negara waspada,1,1
1648,45070,@yusriza,"Memang harus hati-hati dalam menafsirkan pasal per pasal dalam RUU Cipta Kerja khususnya Bab V tentang Ketenagakerjaan, misalnya harus melihat pasal lainnya sebagai penjelasan pasal yg terhapus dari UU13/2003, frase “paling sedikit” dan “paling banyak”, (1)",hati hati tafsir pasal pasal rancang undang undang cipta kerja bab v ketenagakerjaan pasal jelas pasal hapus frase,1,1
1649,45071,@peruriID,Pembahasan RUU Cipta Kerja dilaksanakan secara transparan dan hati-hati dengan tetap mengedepankan azas demokrasi dan mengutamakan kepentingan nasional. #OmnibusLawTransparan,bahas rancang undang undang cipta kerja laksana transparan hati hati depan asas demokrasi utama penting nasional,1,1
1650,45072,@dasuki_21257,"Membalas 
@JimlyAsUU Cipta Kerja belum mendapatkan tanda tangan pemerintah Pusat, baru penetapan/pengesahan oleh DPR dari proses RUU menjadi UU, klo sudah di ttd oleh pemerintah dan dicatat kemudian diumumkan dalam Lembar Negara baru tidak ""patut""  #Logika",balas cipta kerja tanda tangan perintah pusat tetap kesah dewan wakil rakyat proses rancang undang undang undang undang tanda tangan perintah catat umum lembar negara patut,1,1
1651,45073,@PhaGadeGade1,"*DPR, PRESIDEN, MK - SAMA SAJA?*
*OLEH : ABU AL FATIH*

RUU cipta kerja sudah resmi jadi undang-undang. Putusan itu dihasilkan dari rapat paripurna DPR bersama pemerintah beberapa hari yang lalu. #GakPercayaRezimLagi 
#DakwahKhilafahDakwahIslam",dewan wakil rakyat presiden mahkamah konstitusi abu fatih rancang undang undang cipta kerja resmi undang undang putus hasil rapat paripurna dewan wakil rakyat perintah,1,1
1652,45074,@Hi_pontianak,"Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstoryDemo Tolak Omnibus Law RUU Cipta Kerja Kembali Digelar di DPRD Kalbar
Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstory
kumparan.com",elemen masyarakat kalimantan barat gelar aksi unjuk tolak rancang undang undang cipta kerja gedung dewan wakil rakyat daerah kalimantan barat tolak omnibus law rancang undang undang cipta kerja gelar dewan wakil rakyat daerah kalimantan barat elemen masyarakat kalimantan barat gelar aksi unjuk tolak rancang undang undang cipta kerja gedung dewan wakil rakyat daerah kalimantan barat,1,1
1653,45075,@seputarbaliNews,DPR kirim draf RUU Cipta Kerja kepada Presiden http://dlvr.it/RjZCsb,dewan wakil rakyat kirim draf rancang undang undang cipta kerja presiden,0,1
1654,45076,@marilawancorona,"12 Fakta Menjawab Hoax RUU Cipta Kerja. 

#pilkada #ciptakerja  #menanglawancorona #covid19 #coronavirus #BersatuLawanCovid19 #StopMudikCekalCorona #TheNewNormal  #DiRumahAja
 #newnormal2:15
14 tayangan",fakta hoax rancang undang undang cipta kerja tayang,1,1
1655,45077,@rangkaihumanity,"Tulisan dahsyat dari sahabat saya 
@imagili_
 tentang motif oligarkis dibalik RUU ""Omnibus Law"" Cipta Kerja cc 
@gifarrxidTaktik Politik Bernama Omnibus Law
Sejak Presiden Joko Widodo mencanangkan pembuatan Rancangan Undang-Undang (RUU) Cipta Lapangan Kerja (RUU Cilaka) dengan metode Omnibus…
medium.com",tulis dahsyat sahabat motif oligarki balik rancang undang undang omnibus law cipta kerja cc politik nama omnibus law presiden joko widodo canang buat rancang undang undang rancang undang undang cipta lapang kerja rancang undang undang celaka metode omnibus,1,1
1656,45078,@polisiterentang,"Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

#UnrasDamaiPontianak
#UnrasOmnibuslawDamaidiPontianak",serta aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat selasa paksa awat medis lemas pagar pintu masuk kantor dewan wakil rakyat daerah kalimantan barat,1,1
1657,45079,@mulanbilqis,"DPR RI melibatkan partisipasi publik dalam pembahasan RUU Cipta Kerja hingga disetujui menjadi UU pada 5 Oktober 2020.

Pembahasannya pun transparan & terbuka, serta dapat disaksikan masyarakat melalui siaran langsung di laman DPR RI.

Clear yah ...
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia libat partisipasi publik bahas rancang undang undang cipta kerja tuju undang undang oktober bahas transparan buka saksi masyarakat siar langsung laman dewan wakil rakyat rakyat indonesia bersih ya,1,1
1658,45080,@taurusmasera,"Membalas 
@PKSejahteraBoleh dong tampilkan DIM dari PKS terkait pembahasan RUU Cipta Kerja. Biar publik tau poin mn aja yg disetujui..",balas tampil pks kait bahas rancang undang undang cipta kerja biar publik poin tuju,1,1
1659,45081,@tolakbigotnkri,"Tahap selanjutnya, RUU Omnibus Law Cipta Kerja disampaikan kepada Presiden Jokowi dalam Ratas pada tanggal 15 Januari 2020.
#OmnibusLawTaatProsedur 
@andy_nomicin
 @Hanifah933",tahap rancang undang undang omnibus law cipta kerja presiden jokowi rapat batas tanggal januari,1,1
1660,45082,@_GalihM_,"14 April 2020

Pembahasan RUU tentang Cipta Kerja dimulai saat rapat kerja antara DPR dan pemerintah. 

Referensi: http://dpr.go.id/uu/detail/id/442…",april bahas rancang undang undang cipta kerja rapat kerja dewan wakil rakyat perintah referensi,1,1
1661,45083,@TitikNol18,"Dalam RUU Cipta Kerja pekerja kontrak juga dapat pesangon

#UUCiptaKerja",rancang undang undang cipta kerja kerja kontrak sangon,1,1
1662,45084,@arummanisee,"Wakil Ketua DPR RI Azis Syamsuddin meminta masyarakat tidak terprovokasi kabar bohong atau hoaks di media sosial terkait poin-poin penting yang ada dalam RUU Cipta Kerja
https://cirebon.pikiran-rakyat.com/nasional/pr-04810386/banyak-provokasi-bohong-poin-penting-uu-omnibus-law-dpr-saring-informasi-jangan-terpengaruh-hoax…
#KAMITroubleMaker",wakil ketua dewan wakil rakyat rakyat indonesia azis syamsuddin masyarakat provokasi kabar bohong hoax media sosial kait poin poin rancang undang undang cipta kerja,1,1
1663,45085,@SinkBadher,"Oposisi yg teriak Jokowi sudah baca RUU cipta kerja sebenarnya punya otak kagak sih kyak 
@MardaniAliSera
 
Jangankan cm baca n paham orang pencetusnya beliu kok suruh baca,nih orang gobloknya kebablasan 
 

https://kabar24.bisnis.com/read/20201007/15/1301727/menolak-lupa-jokowi-pencetus-omnibus-law-uu-cipta-kerja-ini-buktinya…",oposisi teriak jokowi baca rancang undang undang cipta kerja otak kagak sih kayak cm baca n paham orang cetus beliau suruh baca orang goblok bablas,0,1
1664,45086,@RereUnnie,"Anggota DPR RI komisi VIII Fraksi PAN M Ali Taher sempat menyatakan, Omnibus Law UU 
Cipta Kerja yang sebelumnya RUU Cipta Kerja akan memudahkan sertifikasi halal. 
#OBLBuatRakyatSejahtera
https://food.detik.com/info-kuliner/d-5211222/keuntungan-dan-kerugian-omnibus-law-…
pada-sertifikasi-makanan-halalKeuntungan dan Kerugian Omnibus Law pada Sertifikasi Makanan Halal
Omnibus Law UU Cipta Kerja membahas berbagai hal salah satunya sertifikasi halal pada makanan. Berikut keuntungan dan kerugian Omnibus Law.
food.detik.com",anggota dewan wakil rakyat rakyat indonesia komisi viii fraksi pan m ali taher omnibus law undang undang cipta kerja rancang undang undang cipta kerja mudah sertifikasi halal,1,1
1665,45087,@kuy_produktif,"Tinggal Selangkah Lagi, Ini Proses Panjang Penyusunan RUU Cipta Kerja

===utas===

penyusunan aturan yg kini sah jadi undang-undang sudah dibahas sejak Menteri Ketenagakerjaan dijabat oleh Muhaimin Iskandar.
@airlangga_hrt
@PerekonomianRI
#OmnibusLawTaatProsedural",tinggal selang proses susun rancang undang undang cipta kerja utas susun atur sah undang undang bahas menteri ketenagakerjaan jabat muhaimin iskandar,1,1
1666,45088,@Jitelu03,"Tahapan Penyusunan Undang Undang Cipta Kerja

DPR RI menetapkan RUU Cipta Kerja sebagai program legislasi nasional (prolegnas) prioritas

#OmnibusLawTaatProsedural

Dibaca ya ",tahap susun undang undang cipta kerja dewan wakil rakyat rakyat indonesia tetap rancang undang undang cipta kerja program legislasi nasional program legislatif nasional prioritas baca ya,1,1
1667,45089,@KelasLapas,"OMNIBUS LAW TAAT PROSEDURAL
#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",omnibus law taat prosedural ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas yomin ya,1,1
1668,45090,@PLovewarrior,"RUU Cipta Kerja bertujuan untuk menyediakan lapangan kerja sebanyak-banyaknya bagi para pencari kerja dan penganggur,” kata Ida  #OBLBuatRakyatSejahtera https://tasikmalaya.pikiran-rakyat.com/nasional/pr-06830932/omnibus-law-masih-ditolak-rakyat-ida-fauziyah-jelaskan-urgensi-dan-manfaat-ruu-cipta-kerja…",rancang undang undang cipta kerja tuju sedia lapang kerja banyak cari kerja anggur ida,1,1
1669,45091,@utidewanti,"Mungkin pembahasan ruu cipta kerja itu kaya skripsi, ketok palu yg kemaren itu ibarat pendadaran, belum resmi-resmi banget lulusnya masih ada revisi dari penguji.",bahas rancang undang undang cipta kerja kaya skripsi ketok palu kemarin dadar resmi resmi banget lulus revisi uji,1,1
1670,45092,@katamereka7,(DPR) mengesahkan omnibus law Rancangan Undang-undang (RUU) Cipta Kerja menjadi Undang-Undang. Namun banyak informasi yang beredar terkait aturan tersebut tidak sebagaimana dituangkan pada UU Cipta Kerja. #StophoaxUUCiptaker,dewan wakil rakyat kesah omnibus law rancang undang undang rancang undang undang cipta kerja undang undang informasi edar kait atur tuang undang undang cipta kerja,1,1
