,user_account,label,tweet,tweet_clean,tweet_token,tf_dict
1166,@farid_wajdi70,1,"Poinnya bagi media 
Ironisnya, media bahkan sangat minim memberitakan bagaimana omnibus law RUU Cipta Kerja akan membahayakan kebebasan pers dan kerja-kerja jurnalistik itu sendiriTweet Kutipan
Febri Diansyah
@febridiansyah
 · 13 Okt
Membalas @farid_wajdi70
menarik datanya ",poin media ironis media minim berita omnibus law rancang undang undang cipta kerja bahaya bebas pers kerja kerja jurnalistik tweet kutip febri diansyah oktober balas tarik data,"['poin', 'media', 'ironis', 'media', 'minim', 'berita', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'bahaya', 'bebas', 'pers', 'kerja', 'kerja', 'jurnalistik', 'tweet', 'kutip', 'febri', 'diansyah', 'oktober', 'balas', 'tarik', 'data']","{'poin': 1, 'media': 2, 'ironis': 1, 'minim': 1, 'berita': 1, 'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 3, 'bahaya': 1, 'bebas': 1, 'pers': 1, 'jurnalistik': 1, 'tweet': 1, 'kutip': 1, 'febri': 1, 'diansyah': 1, 'oktober': 1, 'balas': 1, 'tarik': 1, 'data': 1}"
293,@edi_muchlis,0,"Membalas 
@republikaonlineKalau ini benar...
Berarti UU nya fiktif dong? Terlalu...

Masih akan ada penyempurnaan terhadap draf RUU Cipta Kerja.",balas undang undang fiktif sempurna draf rancang undang undang cipta kerja,"['balas', 'undang', 'undang', 'fiktif', 'sempurna', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'balas': 1, 'undang': 4, 'fiktif': 1, 'sempurna': 1, 'draf': 1, 'rancang': 1, 'cipta': 1, 'kerja': 1}"
1147,@Raden_Soentana,0,"Membalas 
@edimaha233
 dan 
@annisasoraya77_Lembaga survey ini harus bertanggung jawab jika terjadi kerusuhan dimana-mana. Hasil survey yg dikeluarkan disaat sedang panas2nya aksi unras penolakan RUU Omnibus Law Cipta Kerja akan menjadi pemicu pergerakan massa yang sangat besar.

Cam kan itu.",balas survei tanggung rusuh mana hasil survei keluar saat aksi unras tolak rancang undang undang omnibus law cipta kerja picu gera kamera,"['balas', 'survei', 'tanggung', 'rusuh', 'mana', 'hasil', 'survei', 'keluar', 'saat', 'aksi', 'unras', 'tolak', 'rancang', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'picu', 'gera', 'kamera']","{'balas': 1, 'survei': 2, 'tanggung': 1, 'rusuh': 1, 'mana': 1, 'hasil': 1, 'keluar': 1, 'saat': 1, 'aksi': 1, 'unras': 1, 'tolak': 1, 'rancang': 1, 'undang': 2, 'omnibus': 1, 'law': 1, 'cipta': 1, 'kerja': 1, 'picu': 1, 'gera': 1, 'kamera': 1}"
60,@tvOneNews,1,"Pro kontra RUU Cipta Kerja, belakangan ramai diperbincangkan saat draf akhir yang baru muncul setelah UU tersebut disahkan. Refly Harun menyoroti bahwa dalam pembuatan UU harusnya ada draft yang solid di paripurna. Simak selengkapnya http://bit.ly/simpangsiurdrafuuciptaker…
#CariBeritaditvOne",pro kontra rancang undang undang cipta kerja ramai bincang draf muncul undang undang sah refly harun sorot buat undang undang draf solid paripurna simak lengkap,"['pro', 'kontra', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'ramai', 'bincang', 'draf', 'muncul', 'undang', 'undang', 'sah', 'refly', 'harun', 'sorot', 'buat', 'undang', 'undang', 'draf', 'solid', 'paripurna', 'simak', 'lengkap']","{'pro': 1, 'kontra': 1, 'rancang': 1, 'undang': 6, 'cipta': 1, 'kerja': 1, 'ramai': 1, 'bincang': 1, 'draf': 2, 'muncul': 1, 'sah': 1, 'refly': 1, 'harun': 1, 'sorot': 1, 'buat': 1, 'solid': 1, 'paripurna': 1, 'simak': 1, 'lengkap': 1}"
342,@CNNIDdaily,1,"Gelombang penolakan atas pengesahan RUU Omnibus Law Cipta Kerja oleh DPR masih terjadi di berbagai daerah. Sejumlah unjuk rasa yang digelar para buruh dan mahasiswa berakhir ricuh. Sebagain massa bahkan melakukan pengerusakan..

#CNNIDNewsHour
http://cnnindonesia.com/tv2:07
512 tayangan",gelombang tolak kesah rancang undang undang omnibus law cipta kerja dewan wakil rakyat daerah unjuk gelar buruh mahasiswa ricuh rusa,"['gelombang', 'tolak', 'kesah', 'rancang', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'daerah', 'unjuk', 'gelar', 'buruh', 'mahasiswa', 'ricuh', 'rusa']","{'gelombang': 1, 'tolak': 1, 'kesah': 1, 'rancang': 1, 'undang': 2, 'omnibus': 1, 'law': 1, 'cipta': 1, 'kerja': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'daerah': 1, 'unjuk': 1, 'gelar': 1, 'buruh': 1, 'mahasiswa': 1, 'ricuh': 1, 'rusa': 1}"
751,@mulanbilqis,1,"Sejak awal pembahasan UU CIpta Kerja sudah sesuai mekanisme yg berlaku.

Sejak 20 April 2020 DPR telah membentuk Panitia Kerja (Panja) RUU Cipta Kerja dan kemudian dilakukan pembahasan.

Dalam menggelar pembahasan RUU ini juga atas izin pimpinan DPR.
#OmnibusLawTaatProsedural",bahas undang undang cipta kerja sesuai mekanisme laku april dewan wakil rakyat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja bahas gelar bahas rancang undang undang izin pimpin dewan wakil rakyat,"['bahas', 'undang', 'undang', 'cipta', 'kerja', 'sesuai', 'mekanisme', 'laku', 'april', 'dewan', 'wakil', 'rakyat', 'bentuk', 'panitia', 'kerja', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'bahas', 'gelar', 'bahas', 'rancang', 'undang', 'undang', 'izin', 'pimpin', 'dewan', 'wakil', 'rakyat']","{'bahas': 3, 'undang': 6, 'cipta': 2, 'kerja': 4, 'sesuai': 1, 'mekanisme': 1, 'laku': 1, 'april': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 2, 'bentuk': 1, 'panitia': 2, 'rancang': 2, 'gelar': 1, 'izin': 1, 'pimpin': 1}"
1542,@taufiqrus,1,"termasuk penjelasan batang tubuhnya.  Berdasarkan hasil penelusuran PSHTN FHUI, jika dibandingkan antara naskah RUU versi 812 halaman (filenya berjudul ""ruu-cipta-kerja-12-oktober-2020-final"") dengan versi 1035 halaman (filenya berjudul ""RUU Cipta Kerja - KIRIM KE PRESIDEN""),",jelas batang tubuh dasar hasil telusur pusat studi hukum tata negara fakultas hukum universitas indonesia banding naskah rancang undang undang versi halaman file judul rancang undang undang cipta kerja oktober final versi halaman file judul rancang undang undang cipta kerja kirim presiden,"['jelas', 'batang', 'tubuh', 'dasar', 'hasil', 'telusur', 'pusat', 'studi', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'universitas', 'indonesia', 'banding', 'naskah', 'rancang', 'undang', 'undang', 'versi', 'halaman', 'file', 'judul', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'oktober', 'final', 'versi', 'halaman', 'file', 'judul', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kirim', 'presiden']","{'jelas': 1, 'batang': 1, 'tubuh': 1, 'dasar': 1, 'hasil': 1, 'telusur': 1, 'pusat': 1, 'studi': 1, 'hukum': 2, 'tata': 1, 'negara': 1, 'fakultas': 1, 'universitas': 1, 'indonesia': 1, 'banding': 1, 'naskah': 1, 'rancang': 3, 'undang': 6, 'versi': 2, 'halaman': 2, 'file': 2, 'judul': 2, 'cipta': 2, 'kerja': 2, 'oktober': 1, 'final': 1, 'kirim': 1, 'presiden': 1}"
1476,@ajeng_cute16,1,"Mantan Direktur LBH Jakarta Tantang Balik Airlangga Buka-Bukaan Siapa Sponsor RUU Cipta KerjaMantan Direktur LBH Jakarta Tantang Balik Airlangga Buka-Bukaan Siapa Sponsor RUU Cipta Kerja
Persmerdeka.com- Omnibus Law Rancangan Undang-undang (RUU) Cipta Kerja telah disepakati dan disahkan jadi Undang-undang oleh DPR RI, DPD, dan Pemerintah. Sekarang hanya menunggu persetejuan dari...
persmerdeka.com",mantan direktur jakarta tantang airlangga buka buka sponsor rancang undang undang cipta kerja mantan direktur jakarta tantang airlangga buka buka sponsor rancang undang undang cipta kerja omnibus law rancang undang undang rancang undang undang cipta kerja pakat sah undang undang dewan wakil rakyat rakyat indonesia dewan wakil daerah perintah tunggu tuju,"['mantan', 'direktur', 'jakarta', 'tantang', 'airlangga', 'buka', 'buka', 'sponsor', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'mantan', 'direktur', 'jakarta', 'tantang', 'airlangga', 'buka', 'buka', 'sponsor', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pakat', 'sah', 'undang', 'undang', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'dewan', 'wakil', 'daerah', 'perintah', 'tunggu', 'tuju']","{'mantan': 2, 'direktur': 2, 'jakarta': 2, 'tantang': 2, 'airlangga': 2, 'buka': 4, 'sponsor': 2, 'rancang': 4, 'undang': 10, 'cipta': 3, 'kerja': 3, 'omnibus': 1, 'law': 1, 'pakat': 1, 'sah': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 2, 'indonesia': 1, 'daerah': 1, 'perintah': 1, 'tunggu': 1, 'tuju': 1}"
693,@cagubnyinyir2,1,"ALASAN polisi tahan 8 Pentolan KAMI !
Karena provokasi dan Sulut demo RUU Cipta Kerja rusuh pekan lalu.
""Mereka sengaja menyebarkan hoax yg menimbulkan rasa kebencian & permusuhan dasar SARA!
https://liputan6.com/news/read/4381443/syahganda-nainggolan-ditangkap-ini-deretan-fakta-penangkapannya-dan-anggota-kami…
@hnurwahid
@anton_harjo
@AndyPra77353922
@pengagumpakde
 @Bnie18Syahganda Nainggolan Ditangkap, Ini Deretan Fakta Penangkapannya dan Anggota KAMI
Penangkapan petinggi KAMI Syahganda Nainggolan itu dibenarkan Kepala Divisi Humas Mabes Polri Irjen Argo Yuwono.
liputan6.com",alas polisi tahan pentol provokasi sulut demo rancang undang undang cipta kerja rusuh pekan sengaja sebar hoax timbul benci musuh dasar sara,"['alas', 'polisi', 'tahan', 'pentol', 'provokasi', 'sulut', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rusuh', 'pekan', 'sengaja', 'sebar', 'hoax', 'timbul', 'benci', 'musuh', 'dasar', 'sara']","{'alas': 1, 'polisi': 1, 'tahan': 1, 'pentol': 1, 'provokasi': 1, 'sulut': 1, 'demo': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'rusuh': 1, 'pekan': 1, 'sengaja': 1, 'sebar': 1, 'hoax': 1, 'timbul': 1, 'benci': 1, 'musuh': 1, 'dasar': 1, 'sara': 1}"
1693,@SyaikhuMochtar,0,"Prnah tanda tangani srt tanpa baca isinya. Lalu mungkinkah RUU Cipta Kerja yg 1035 halaman sdh dibaca dan dpahami isinya? Pdhal RUU tsb usulan dr presiden, dokumen finalnyapun br slsai dketik hr ini senin 12 okt 2020, namun UU sdh dketok DPR tgl 5 okt 2020.
#TetapTolakOmnibusLaw",tanda tangan surat baca isi rancang undang undang cipta kerja halaman baca paham isi rancang undang undang usul presiden dokumen final selesai ketik senin oktober undang undang ketok dewan wakil rakyat tanggal oktober,"['tanda', 'tangan', 'surat', 'baca', 'isi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'halaman', 'baca', 'paham', 'isi', 'rancang', 'undang', 'undang', 'usul', 'presiden', 'dokumen', 'final', 'selesai', 'ketik', 'senin', 'oktober', 'undang', 'undang', 'ketok', 'dewan', 'wakil', 'rakyat', 'tanggal', 'oktober']","{'tanda': 1, 'tangan': 1, 'surat': 1, 'baca': 2, 'isi': 2, 'rancang': 2, 'undang': 6, 'cipta': 1, 'kerja': 1, 'halaman': 1, 'paham': 1, 'usul': 1, 'presiden': 1, 'dokumen': 1, 'final': 1, 'selesai': 1, 'ketik': 1, 'senin': 1, 'oktober': 2, 'ketok': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'tanggal': 1}"
438,@CNNIDdaily,1,"Maraknya aksi vandalisme saat unjuk rasa penolakan RUU cipta kerja, membuat pekerja di sejumlah dinas mengerjakan tugas tambahan. Seperti yang dilakukan Catur dan kawan-kawannya, para petugas PPSU Kelurahan Gambir. Berikut kisahnya!

#CNNIDNewsHour
http://cnnindonesia.com/tv",marak aksi vandalisme unjuk tolak rancang undang undang cipta kerja kerja dinas tugas tambah catur kawan kawan tugas tugas tangan prasarana sarana lurah gambir kisah,"['marak', 'aksi', 'vandalisme', 'unjuk', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kerja', 'dinas', 'tugas', 'tambah', 'catur', 'kawan', 'kawan', 'tugas', 'tugas', 'tangan', 'prasarana', 'sarana', 'lurah', 'gambir', 'kisah']","{'marak': 1, 'aksi': 1, 'vandalisme': 1, 'unjuk': 1, 'tolak': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'dinas': 1, 'tugas': 3, 'tambah': 1, 'catur': 1, 'kawan': 2, 'tangan': 1, 'prasarana': 1, 'sarana': 1, 'lurah': 1, 'gambir': 1, 'kisah': 1}"
882,@pt_jasaraharja,1,"#JasfrenHarusTau bagaimana proses tahapan penyusunan RUU Cipta Kerja.
Yukk, swipe left untuk melihat informasi selengkapnya ya!

#OmnibusLawTaatProsedur
#CiptaKerja
#JasaRaharja
#BUMNUntukIndonesia",proses tahap susun rancang undang undang cipta kerja ayo geser left informasi lengkap ya,"['proses', 'tahap', 'susun', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'ayo', 'geser', 'left', 'informasi', 'lengkap', 'ya']","{'proses': 1, 'tahap': 1, 'susun': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'ayo': 1, 'geser': 1, 'left': 1, 'informasi': 1, 'lengkap': 1, 'ya': 1}"
1779,@Bil_lubis,1,"Ada pula yang bikin status minta kita baca dulu ruu cipta kerja dengan gaya menasehati Sedangkan dia tau nya dari copy paste medsos. Pengen nginep gw di rumah nya, belajar sama dia seharian!",bikin status baca rancang undang undang cipta kerja gaya nasehat copy paste media sosial ken inap rumah ajar hari,"['bikin', 'status', 'baca', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'gaya', 'nasehat', 'copy', 'paste', 'media', 'sosial', 'ken', 'inap', 'rumah', 'ajar', 'hari']","{'bikin': 1, 'status': 1, 'baca': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'gaya': 1, 'nasehat': 1, 'copy': 1, 'paste': 1, 'media': 1, 'sosial': 1, 'ken': 1, 'inap': 1, 'rumah': 1, 'ajar': 1, 'hari': 1}"
283,@pancar2015,1,"Yg diatas,  hal nya sesuai, yg dikatakan di akun Bang Fadli Zon.

Baru terima file pdf RUU Cipta Kerja malam ini jam 22.21 WIB dr Baleg. Ini yg paling akhir katanya. Jumlah halaman 812. Besok sy baca.",atas sesuai akun bang fadli zon terima file pdf rancang undang undang cipta kerja malam jam wib baleg halaman besok baca,"['atas', 'sesuai', 'akun', 'bang', 'fadli', 'zon', 'terima', 'file', 'pdf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'malam', 'jam', 'wib', 'baleg', 'halaman', 'besok', 'baca']","{'atas': 1, 'sesuai': 1, 'akun': 1, 'bang': 1, 'fadli': 1, 'zon': 1, 'terima': 1, 'file': 1, 'pdf': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'malam': 1, 'jam': 1, 'wib': 1, 'baleg': 1, 'halaman': 1, 'besok': 1, 'baca': 1}"
1176,@DinaIstiani3,1,"Aroma politisasi masalah RUU Cipta Kerja ini semakin tercium. Mulai dari Gatot Nurmantyo, mantan panglima TNI yang menjadi motor penggerak KAMI (Koalisi Aksi Menyelamatkan Indonesia).",aroma politisasi rancang undang undang cipta kerja cium gatot nurmantyo mantan panglima tni motor gerak koalisi aksi selamat indonesia,"['aroma', 'politisasi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'cium', 'gatot', 'nurmantyo', 'mantan', 'panglima', 'tni', 'motor', 'gerak', 'koalisi', 'aksi', 'selamat', 'indonesia']","{'aroma': 1, 'politisasi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'cium': 1, 'gatot': 1, 'nurmantyo': 1, 'mantan': 1, 'panglima': 1, 'tni': 1, 'motor': 1, 'gerak': 1, 'koalisi': 1, 'aksi': 1, 'selamat': 1, 'indonesia': 1}"
795,@perempuankopi,1,"Jadi gaes, menurut 
@krpindo
 kalau ""katanya"" draft final RUU cipta kerja yang sudah beredar di masyarakat  itulah yg benar, knp isinya berbeda sm keputusan rapat panja RUU cipta kerja (27/9/20) lalu, khususnya yang ketenagakerjaan.
#KRPIPerppuBatalkanUUCipker  
@DPR_RI
 @jokowi",teman draf final rancang undang undang cipta kerja edar masyarakat isi beda putus rapat panitia kerja rancang undang undang cipta kerja ketenagakerjaan,"['teman', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'edar', 'masyarakat', 'isi', 'beda', 'putus', 'rapat', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'ketenagakerjaan']","{'teman': 1, 'draf': 1, 'final': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 3, 'edar': 1, 'masyarakat': 1, 'isi': 1, 'beda': 1, 'putus': 1, 'rapat': 1, 'panitia': 1, 'ketenagakerjaan': 1}"
428,@PenjagaWajan,1,"Selain berpeluang membuka lapangan Kerja seluas-luasnya, RUU Cipta kerja melindungi para Pekerja Dari  PHK dan pengusaha wajib membayar pesangon masa Karna pada para pekerja
OmnibusLaw Top Abis
#PercayaCiptaKerja",peluang buka lapang kerja luas luas rancang undang undang cipta kerja lindung kerja phk usaha wajib bayar sangon kerja omnibus law top habis,"['peluang', 'buka', 'lapang', 'kerja', 'luas', 'luas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'lindung', 'kerja', 'phk', 'usaha', 'wajib', 'bayar', 'sangon', 'kerja', 'omnibus', 'law', 'top', 'habis']","{'peluang': 1, 'buka': 1, 'lapang': 1, 'kerja': 4, 'luas': 2, 'rancang': 1, 'undang': 2, 'cipta': 1, 'lindung': 1, 'phk': 1, 'usaha': 1, 'wajib': 1, 'bayar': 1, 'sangon': 1, 'omnibus': 1, 'law': 1, 'top': 1, 'habis': 1}"
971,@RAjeng_kartin1,1,"Meskipun banyak protes namun Pemerintah dan DPR melanjutkan pembahasan RUU Cipta Kerja dalam forum Panja yang terdiri dari Pemerintah dan Baleg DPR RI.

#KRPIPerppuBatalkanUUCipker",protes perintah dewan wakil rakyat lanjut bahas rancang undang undang cipta kerja forum panitia kerja perintah baleg dewan wakil rakyat rakyat indonesia,"['protes', 'perintah', 'dewan', 'wakil', 'rakyat', 'lanjut', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'forum', 'panitia', 'kerja', 'perintah', 'baleg', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia']","{'protes': 1, 'perintah': 2, 'dewan': 2, 'wakil': 2, 'rakyat': 3, 'lanjut': 1, 'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'forum': 1, 'panitia': 1, 'baleg': 1, 'indonesia': 1}"
708,@jpnncom,1,"Nikita Mirzani blak-blakan mengaku menyesal sempat mendukung aksi demonstrasi menolak omnibus law RUU Cipta Kerja, pada Kamis (8/10) lalu. #NikitaMirzaniIni Alasan Nikita Mirzani Menyesal Dukung Aksi Demo Menolak RUU Cipta Kerja
Nikita Mirzani blak-blakan mengaku menyesal sempat mendukung aksi demonstrasi menolak omnibus law RUU Cipta Kerja, pada Kamis (8/10) lalu.
m.jpnn.com",nikita mirzani blak blakan aku sesal dukung aksi demonstrasi tolak omnibus law rancang undang undang cipta kerja kamis alas nikita mirzani sesal dukung aksi demo tolak rancang undang undang cipta kerja nikita mirzani blak blakan aku sesal dukung aksi demonstrasi tolak omnibus law rancang undang undang cipta kerja kamis m,"['nikita', 'mirzani', 'blak', 'blakan', 'aku', 'sesal', 'dukung', 'aksi', 'demonstrasi', 'tolak', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kamis', 'alas', 'nikita', 'mirzani', 'sesal', 'dukung', 'aksi', 'demo', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'nikita', 'mirzani', 'blak', 'blakan', 'aku', 'sesal', 'dukung', 'aksi', 'demonstrasi', 'tolak', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kamis', 'm']","{'nikita': 3, 'mirzani': 3, 'blak': 2, 'blakan': 2, 'aku': 2, 'sesal': 3, 'dukung': 3, 'aksi': 3, 'demonstrasi': 2, 'tolak': 3, 'omnibus': 2, 'law': 2, 'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'kamis': 2, 'alas': 1, 'demo': 1, 'm': 1}"
927,@ThenBagoess,0,"Membalas 
@kh_notodiputro
 dan 
@ganjarpranowoLebih dungu lagi masih draft sudah disahkan

Mikir pakai otak coi

#OmnibusLawTurunkanJokowi

Belum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan

https://google.com/amp/s/amp.tirto.id/belum-ada-draf-final-ruu-cipta-kerja-baleg-dpr-masih-kami-rapikan-f5GR…",balas dungu draf sah pikir pakai otak saudara draf final rancang undang undang cipta kerja baleg dewan wakil rakyat rapi,"['balas', 'dungu', 'draf', 'sah', 'pikir', 'pakai', 'otak', 'saudara', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baleg', 'dewan', 'wakil', 'rakyat', 'rapi']","{'balas': 1, 'dungu': 1, 'draf': 2, 'sah': 1, 'pikir': 1, 'pakai': 1, 'otak': 1, 'saudara': 1, 'final': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'baleg': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'rapi': 1}"
94,@selfmirror_,1,"Butir keberatan pekerja
8. Kemudahan bagi TKA masuk ke Indonesia.

Baca baik-baik ya penjelasan RUU Cipta Kerja di bawah ini
#RakyatButuhCiptaKerja",butir berat kerja mudah tenaga kerja asing masuk indonesia baca ya jelas rancang undang undang cipta kerja,"['butir', 'berat', 'kerja', 'mudah', 'tenaga', 'kerja', 'asing', 'masuk', 'indonesia', 'baca', 'ya', 'jelas', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'butir': 1, 'berat': 1, 'kerja': 3, 'mudah': 1, 'tenaga': 1, 'asing': 1, 'masuk': 1, 'indonesia': 1, 'baca': 1, 'ya': 1, 'jelas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1}"
1200,@LMPSIUGM,0,"Oleh karena itu, kami, LM Mahasiswa Psikologi UGM MENGECAM pengesahan RUU Cipta Kerja yang dilakukan DPR RI. Mari #GagalkanOmnibusLaw bersama!",lm mahasiswa psikologi ugm kecam kesah rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia mari,"['lm', 'mahasiswa', 'psikologi', 'ugm', 'kecam', 'kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'mari']","{'lm': 1, 'mahasiswa': 1, 'psikologi': 1, 'ugm': 1, 'kecam': 1, 'kesah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 2, 'indonesia': 1, 'mari': 1}"
392,@tolakbigotnkri,1,"DPR RI menetapkan RUU Omnibus Law Cipta Kerja masuk dalam prioritas Prolegnas tahun 2020, ditetapkan pada Rapat Paripurna 22 Januari 2020.
#OmnibusLawTaatProsedur 
@Je_Ly
 @Kumis_Separoh",dewan wakil rakyat rakyat indonesia tetap rancang undang undang omnibus law cipta kerja masuk prioritas program legislatif nasional tahi tetap rapat paripurna januari,"['dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'tetap', 'rancang', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'masuk', 'prioritas', 'program', 'legislatif', 'nasional', 'tahi', 'tetap', 'rapat', 'paripurna', 'januari']","{'dewan': 1, 'wakil': 1, 'rakyat': 2, 'indonesia': 1, 'tetap': 2, 'rancang': 1, 'undang': 2, 'omnibus': 1, 'law': 1, 'cipta': 1, 'kerja': 1, 'masuk': 1, 'prioritas': 1, 'program': 1, 'legislatif': 1, 'nasional': 1, 'tahi': 1, 'rapat': 1, 'paripurna': 1, 'januari': 1}"
1593,@CindyBexter,0,"Ada 2 kesalahan 
@jokowi
  di Akhir2 ini:
1. Menyampaikan Inisiatif RUU. Cipta-kerja yg, tdk. 
    berpihak pada pekerja WNI.
2. Lari dari kenyataan.Tweet Kutipan
@rha_tjoensimatu
 · 9 Okt
Membalas @CindyBexter
#SaatnyaJokowiTurun",salah inisiatif rancang undang undang cipta kerja pihak kerja wni lari nyata tweet kutip oktober balas,"['salah', 'inisiatif', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pihak', 'kerja', 'wni', 'lari', 'nyata', 'tweet', 'kutip', 'oktober', 'balas']","{'salah': 1, 'inisiatif': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 2, 'pihak': 1, 'wni': 1, 'lari': 1, 'nyata': 1, 'tweet': 1, 'kutip': 1, 'oktober': 1, 'balas': 1}"
1501,@Jitelu03,1,"Tahapan Penyusunan Undang Undang Cipta Kerja

Rapat Terbatas dg Presiden membahas RUU Omnibus Law Cipta Kerja Tahap Finalisasi.

#OmnibusLawTaatProsedural

Dibaca ya ",tahap susun undang undang cipta kerja rapat batas presiden bahas rancang undang undang omnibus law cipta kerja tahap final baca ya,"['tahap', 'susun', 'undang', 'undang', 'cipta', 'kerja', 'rapat', 'batas', 'presiden', 'bahas', 'rancang', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'tahap', 'final', 'baca', 'ya']","{'tahap': 2, 'susun': 1, 'undang': 4, 'cipta': 2, 'kerja': 2, 'rapat': 1, 'batas': 1, 'presiden': 1, 'bahas': 1, 'rancang': 1, 'omnibus': 1, 'law': 1, 'final': 1, 'baca': 1, 'ya': 1}"
484,@jitoe02,1,"Di masyarakat, beredar 12 alasan buruh menolak Omnibus Law RUU Cipta Kerja. Dua belas poin tersebut ternyata tidak benar. Berikut ini kita kupas satu persatu beserta pasal dan fakta yang sebenarnya agar semua jelas!"" ujar Abidin

Awas Corona #UUCiptaKerjaHarapanRakyat",masyarakat edar alas buruh tolak omnibus law rancang undang undang cipta kerja belas poin kupas satu serta pasal fakta abidin awas corona,"['masyarakat', 'edar', 'alas', 'buruh', 'tolak', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'belas', 'poin', 'kupas', 'satu', 'serta', 'pasal', 'fakta', 'abidin', 'awas', 'corona']","{'masyarakat': 1, 'edar': 1, 'alas': 1, 'buruh': 1, 'tolak': 1, 'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'belas': 1, 'poin': 1, 'kupas': 1, 'satu': 1, 'serta': 1, 'pasal': 1, 'fakta': 1, 'abidin': 1, 'awas': 1, 'corona': 1}"
