,user_account,tweet,tweet_clean,label
1378,@Fristy333,"RUU Cipta Kerja mewajibkan lahan yang dikuasai korporasi agar segera dimanfaatkan, dengan membina petani yg berada di sekitar #OmnibusLawPetaniSejahtera",rancang undang undang cipta kerja wajib lahan asai korporasi manfaat bina tani,1
1379,@utaart,jadi ebt di ruu cipta kerja nih gimana ....,energi baru rancang undang undang cipta kerja,1
1381,@Mtuhasan02,"Membalas 
@Robert__MosesDukung RUU Cipta Kerja ini bagus utk memutus mata rantai jalur korupsi

#CegahKorupsiDenganOBL",balas rancang undang undang cipta kerja bagus putus mata rantai jalur korupsi,1
1383,@YukToleran,"Karena ukuran kertas ganti dari A4 ke legal menjadi penyebab jumlah halaman draft RUU Cipta Kerja berubah - ubah. Jadi, substansi tidak berubah.
#agentoleransi
#salamtoleransi
#UUCiptaKerja
#jangantetprovokasi
#jangansebarhoaksJumlah Halaman Draf RUU Cipta Kerja Berubah-ubah, Azis: Ukuran Kertas Ganti dari A4 ke Legal
Namun, ia memastikan draf final yang saat ini siap dikirim ke presiden yaitu setebal 812 halaman.
nasional.kompas.com",ukur kertas ganti legal sebab halaman draf rancang undang undang cipta kerja ubah ubah substansi ubah halaman draf rancang undang undang cipta kerja ubah ubah azis ukur kertas ganti legal draf final kirim presiden tebal halaman nasional,1
1384,@RAIL50555321,"Nasib Fasilitas Umum Pasca-aksi Demo RUU Cipta Kerja https://youtu.be/FPb1GV8agKw lewat 
@YouTubeNasib Fasilitas Umum Pasca-aksi Demo RUU Cipta Kerja
Live streaming 24 jam: https://www.cnnindonesia.com/tv Aksi penolakan RUU Cipta Kerja pada Kamis 8 Oktober berujung pada perusakan sejumlah fasilitas umum. B...
youtube.com",nasib fasilitas pasca aksi demo rancang undang undang cipta kerja,1
1386,@zulfirman_sh,"Ada pertanyaan begini "" RUU cipta kerja itu tebalnya 1000 halaman lebih, apakah kita sudah membaca semuanya untuk memastikan bahwa RUU tersebut tidak adil untuk diterapkan kepada masyarakat.Tweet Kutipan
tengkuzulkarnain
@ustadtengkuzul
 · 12 Okt
Buku setebal ini perlu IQ 120 ke atas untuk mampu membacanya.
Bagi mereka yg kemampuannya cuma membaca komik, bisa putus baut otaknya...",rancang undang undang cipta kerja tebal halaman baca rancang undang undang adil terap masyarakat tweet kutip tengku zulkarnain oktober buku tebal iq baca mampu baca komik putus baut otak,1
1389,@Khakiki_Prince,"Full Link On Youtube Nurkha Entertainment

Losss, RUU Cipta Kerja
#omnibuslaw
#ruuciptakerja",full link on youtube nurkha hibur losss rancang undang undang cipta kerja,1
1392,@gentaladotid,"Berubah Lagi!!! Draf Final RUU Cipta Kerja Ternyata 812 HalamanBerubah Lagi!!! Draf Final RUU Cipta Kerja Ternyata 812 Halaman - GentalaJambi.ID- Suara Selaras...
Berubah Lagi!!! Draf Final RUU Cipta Kerja Ternyata 812 Halaman
gentalajambi.id",ubah draf final rancang undang undang cipta kerja halaman ubah draf final rancang undang undang cipta kerja halaman gentalajambi suara selaras ubah draf final rancang undang undang cipta kerja halaman gentalajambi,1
1393,@masihcentang,"Pembahasan UU Cipta Kerja Taan Prosedural 
Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali terdiri dari 2x rapat kerja, 56 kali rapat Panja dan 6 kali Rapat Tim Perumus dan Tim Sinkronisasi #OmnibusLawTaatProsedural",bahas undang undang cipta kerja prosedural bahas rancang undang undang cipta kerja kali rapat kerja kali rapat panitia kerja kali rapat tim rumus tim sinkronisasi,1
1394,@RonalddvcTm,"Dukun ini diminta banyak orang Agar Menyantet Anggota DPR Yg Mengesahkan RUU cipta kerja omnibus law

https://youtu.be/1_4Af8d7lh4",dukun orang santet anggota dewan wakil rakyat kesah rancang undang undang cipta kerja omnibus law,0
1395,@Ruddi15098180,"Membalas 
@KompasTVRata2 pendemo tdk tahu persis isi ruu cipta kerja apa lg pelajar?",balas demo persis isi rancang undang undang cipta kerja ajar,1
1396,@EdiKeceput,"Menkominfo: Naskah Final UU Cipta Kerja Dipublikasikan Setelah Jadi Lembaran Negara

===
Pak 
@PlateJohnny
,  angt DPR yg membahas RUU CK (OL) menegaskan di TV, saat sidang paripurna tidak ada draft/naskah RUU, lalu apa yg dibahas & diputus ?
===Menkominfo: Naskah Final UU Cipta Kerja Dipublikasikan Setelah Jadi Lembaran Negara
Kompas.com - Menteri Komunikasi dan Informatika (Menkominfo) Johnny G. Plate memimpin Rapat Koordinasi dengan Dinas Komunikasi dan Informatika tingkat provinsi se-Indonesia
babe.news",menteri komuninkasi informatika naskah final undang undang cipta kerja publikasi lembar negara anggota dewan wakil rakyat bahas rancang undang undang ol televisi sidang paripurna draf naskah rancang undang undang bahas putus menteri komuninkasi informatika naskah final undang undang cipta kerja publikasi lembar negara menteri komunikasi informatika menteri komuninkasi informatika johnny g plate pimpin rapat koordinasi dinas komunikasi informatika tingkat provinsi indonesia ayah news,1
1398,@nanana0680,"#OmnibusLawTransparan
Keterbukaan dalam proses itu, bahkan bisa diketahui karena banyak jejak digital dan liputan media. Selanjutnya menurut Nurul, pada 20 April 2020 DPR membentuk Panitia Kerja (Panja) RUU Cipta Kerja dan kemudian dilakukan pembahasan.",buka proses jejak digital liput media nurul april dewan wakil rakyat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja bahas,1
1402,@Paltiwest,"Presiden menyampaikan RUU Cipta Kerja kepada Ketua 
@DPR_RI
 melalui Surpres.. 

Nih lihat fotonya waktu itu belum pandemi corona yah.. Jangan nyinyir ga pakai masker Pria menepuk jidat

#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja ketua surat presiden lihat foto pandemi corona ya nyinyir pakai masker pria tepuk jidat,0
1404,@wartakotalive,"Mardani Ali Sera Ungkap Ada 5 versi Draft RUU Cipta Kerja, Misterius, Minta Jokowi Keluarkan Perpu https://wartakota.tribunnews.com/2020/10/13/mardani-ali-sera-ungkap-ada-5-versi-draft-ruu-cipta-kerja-misterius-minta-jokowi-keluarkan-perpu… lewat 
@wartakotalive
 #DrafRUU #ciptakerjaMardani Ali Sera Ungkap Ada 5 versi Draft RUU Cipta Kerja, Misterius, Minta Jokowi Keluarkan Perpu....
Anggota DPR dari Fraksi PKS Mardani Ali Sera ungkap ada 5 versi draft RUU Cipta Kerja. Ia menganggap itu misterius dan minta Jokowi keluarkan Perpu
wartakota.tribunnews.com",mardani ali sera versi draf rancang undang undang cipta kerja misterius jokowi keluar atur pusat,1
1406,@collegemenfess,"[Cm] Hi kak, ada yg mau bantuin aku analisis tentang RUU cipta kerja gaa ? Nanti aku ketuk dm nyaa ya
 
Soalnya aku maba dan belum open minded tentang politik. Terimakasihh",cm hai kak bantu analisis rancang undang undang cipta kerja ketuk pesan langsung ya mahasiswa buka minded politik terima kasih,1
1407,@pengen_tua,"sampai kapan kita terus-terusan melihat cara-cara seperti ini dilakukan oleh negara?
orang-orang yang berkuasa di negeri ini tampaknya sudah kehilangan akal sehat dan hati nurani.
ketimbang mengesahkan RUU masyarakat adat, pemerintah lebih memilih cipta kerja yang cuannya banyak.Tweet Kutipan
Aliansi Masyarakat Adat Nusantara (AMAN)
@RumahAMAN
 · 15 Okt
Konflik masih berlanjut siang ini di Pubabu
Tampilkan utas ini",terus negara orang orang kuasa negeri hilang akal sehat hati nurani ketimbang kesah rancang undang undang masyarakat adat perintah pilih cipta kerja untung tweet kutip aliansi masyarakat adat nusantara aman oktober konflik lanjut siang pubabu tampil utas,0
1408,@flowsloww,"Membalas 
@gamerkickers
 @TakCluritKon
  dan 17 lainnyaw suka opini lu bang wkwk... pertannyaan gue elu pro apa kontra terhadapa ruu cipta kerja ini?",balas suka opini bang pro kontra rancang undang undang cipta kerja,1
1411,@snuwooya,"Membalas 
@snuwooya
 dan 
@anakkucingSsikGara gara kasus dpr yg ngesahin ruu cipta kerja itu",balas gara dewan wakil rakyat sah rancang undang undang cipta kerja,0
1414,@ndhrizka,"Ngeliat ibu ini santai bgt ngejelasin dan ngelurusin “hoax” RUU cipta kerja yang beredar (dan kebanyakan seputar buruh), jadi mikir.....UU CIPTA KERJA MAUNYA APA SIH BU
Ida Fausiah (Menaker) Deddy...
#demo #uuciptakerja #omnibuslaw
youtube.com",lihat santai banget lurus hoax rancang undang undang cipta kerja edar banyak putar buruh pikir undang undang cipta kerja mau sih ida fausiah menteri ketenagakerjaan deddy,0
1415,@IndahPu48964128,"Meluruskan Hoax yang beredar tentang RUU Cipta Kerja
#DukungUUCiptaKerja",lurus hoax edar rancang undang undang cipta kerja,1
1418,@Fadllarahma,"Sebagaimana tertera dlm pasal 46 A  RUU Cipta Kerja ...bahwa pekerja yg di PHK mempunyai hak mendapat jaminan kehilangan pekerjaan...

#StophoaxUUCiptaker",tera pasal a rancang undang undang cipta kerja kerja phk hak jamin hilang kerja,1
1420,@DIPlawoffice,"Baru terima file pdf RUU Cipta Kerja Ini yg paling akhir katanya. Jumlah halaman 812. Akan kami baca
#DIPlawoffice",terima file pdf rancang undang undang cipta kerja halaman baca,1
1423,@MamiaAja,"Pada Rapat Badan Legislasi bersama pemerintah untuk membahas RUU Cipta Kerja, dibentuklah Panitia Kerja RUU Cipta Kerja.

#OmnibusLawTaatProsedural",rapat badan legislasi perintah bahas rancang undang undang cipta kerja bentuk panitia kerja rancang undang undang cipta kerja,1
1425,@berjalanbahagia,"Bahkan kita gak tau kenapa ruu cipta kerja terus berubah-ubah, nyatanya akan menjadi sesak berfikir dan terus merasa benarTweet Kutipan
Dedek Prayudi - Uki || ig: @uki_dedek
@Uki23
 · 13 Okt
Aktor intelektualnya sedang siapkan narasi untuk membela perusuh. Biasanya diakal²in pakai jurus² sesat pikir supaya tim soraknya yang itu² aja tetap merasa berada di jalan yang benar kemudian menyuarakan pembebasan si perusuh supaya nggak nyanyi. twitter.com/muannas_alaidi…",rancang undang undang cipta kerja ubah ubah sesak pikir tweet kutip adik prayudi uki instagram oktober aktor intelektual siap narasi bela rusuh akal pakai jurus sesat pikir tim sorak jalan suara bebas si rusuh nyanyi muannas alaidi,0
1427,@Baranewsaceh,"Aksi Demo Tolak RUU Cipta Kerja di Kabupaten Tenggerang Berlangsung DamaiAksi Demo Tolak RUU Cipta Kerja di Kabupaten Tenggerang Berlangsung Damai - BARANEWS VIDEO
  TANGERANG, BARANEWS | Aksi demo penolakan RUU Cipta Kerja Omnibus Law di pusat Pemerintah Kab. Tangerang berlangsung damai yang dilakukan oleh
video.baranewsaceh.co",aksi demo tolak rancang undang undang cipta kerja kabupaten tangerang damai aksi demo tolak rancang undang undang cipta kerja kabupaten tangerang damai baranews video tangerang baranews aksi demo tolak rancang undang undang cipta kerja omnibus law pusat perintah kabupaten tangerang damai video baranews aceh,1
1429,@youthlecturers,"Jangan bilang RUU Cipta Kerja baik untuk Indonesia. Itu UU membuka pekerjaan. Akan tetapi, mendikte anak muda untuk dijadikan budak. Segera selamatkan Bonus Demografi. #TolakOmnibusLaw #JegalSampaiGagal",bilang rancang undang undang cipta kerja indonesia undang undang buka kerja dikte anak muda jadi budak selamat bonus demografi,0
1430,@gemilang06,"Salah satu fakta yg di bikin HOAX oleh oknum yg tdk bertanggung jawab pasal 78 RUU CIPTA KERJA

#CegahKorupsiDenganOBL",salah fakta bikin hoax oknum tanggung pasal rancang undang undang cipta kerja,1
1432,@romin0306,"@DPR_RI
 
@yunartowijaya
 
@alvinlie21
 
@jokowi
 
@digeeembokFC
 
Jaman sdh high technology, kok mau dptin draf RUU cipta kerja yg asli susah banget. Apakah DPR tidak ada technology yg bs upload UU di website atau apps? Apa perlu sy buatin? Free deh...",zaman teknologi draf rancang undang undang cipta kerja asli susah banget dewan wakil rakyat teknologi upload undang undang website apps free deh,0
1433,@nuadinu,"Membalas 
@AgCr49
 dan 
@CNNIndonesiaNepi ka judul draftna :RUU Cipta Kerja fix banget aslina sing demina sumpah.",balas kak judul draf rancang undang undang cipta kerja banget asli dina sumpah,1
1434,@Yubi666,"Hoax pembahasan RUU Cipta Kerja . 
Di klarifikasi oleh anggota dewan , Nurul Arifin 
#OmnibusLawTransparan",hoax bahas rancang undang undang cipta kerja klarifikasi anggota dewan nurul arifin,1
1438,@wa_puspa,"Dalam RUU Cipta Kerja, pemerintah diharuskan menyederhakan administrasi perizinan, pemangkasan administrasi pajak, hingga membantu pengolahan limbah. Dengan hal ini tentu UMKM akan jauh dari kemungkinan terkena high cost ekonomi. #OmnibusLawUntungkanBuruh",rancang undang undang cipta kerja perintah harus sederhana administrasi izin mangkas administrasi pajak bantu olah limbah usaha mikro tengah kena biaya ekonomi,1
1441,@Paltiwest,"Beginilan bentuk keterlibatan publik dalam penyusunan RUU Cipta Kerja yang dipaparkan 
@DPR_RI
.. Itulah mengapa UU #OmnibusLawTransparan dan terbuka karena publik terlibat..",bentuk libat publik susun rancang undang undang cipta kerja papar undang undang buka publik libat,1
1442,@sambelgoang21,"~Demo kasus ahok, pendemo dituduh ""Radikal-Anti Pancasila""
~Demo kecurangan pilpres, pendemo dituduh ""Khilafah-Makar""
~Demo RUU KPK, RUU PKS, dll. Pendemo dituduh ditunggangi ""Anarko""
~Demo UU Cipta Kerja, pendemo dituduh ditunggangi ""SBY/Oposisi/KAMI""",demo ahok demo tuduh radikal anti pancasila demo curang pilpres demo tuduh khilafah makar demo rancang undang undang kpk rancang undang undang pks dll demo tuduh tunggang anarki demo undang undang cipta kerja demo tuduh tunggang susilo bambang yudhoyono oposisi,0
1443,@IkronAldino,"Membalas 
@CNNIndonesiaPrihatin sama polrinya , yang dia sendiri blum tentu tau isi dari RUU cipta kerja katanyanamah.",balas polri isi rancang undang undang cipta kerja,1
1444,@Lalawae3,"Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi.
#OmnibusLawUntungkanBuruhMenkominfo: Masyarakat Jangan Terpicu Hoaks UU Cipta Kerja
Jakarta, Ditjen Aptika - Unjuk rasa terhadap Rancangan Undang-Undang (RUU) Cipta Kerja oleh sejumlah pihak banyak didasari atas hoaks atau disinformasi. Menkominfo menghimbau agar masyarakat tidak...
aptika.kominfo.go.id",unjuk rancang undang undang rancang undang undang cipta kerja dasar hoax informasi masyarakat ter hoax undang undang cipta kerja jakarta direktorat jenderal aptika unjuk rancang undang undang rancang undang undang cipta kerja dasar hoax informasi menteri komuninkasi informatika menghimbau masyarakat aptika kominfo pergi,1
1445,@gausahnanya5,setuju RUU cipta kerja kalau tak pandang bulu.,tuju rancang undang undang cipta kerja pandang bulu,1
1450,@Polres_batola,"AKBP Lalu Moh. Syahir Arif, S.I.K, M.M Pimpin Apel Siaga Polres Batola dalam rangka Antisipasi Unras Penolakan RUU Cipta Kerja dengan Instansi Terkait.",akbp moh syahir arif s k m m pimpin apel siaga polres rangka antisipasi unras tolak rancang undang undang cipta kerja instansi kait,1
1452,@LAPASTABANAN,"9. Surat tersebut ditindaklanjuti Menko 
@PerekonomianRI
 bersama menteri terkait dengan menyampaikan surat presiden, naskah RUU Cipta Kerja, serta naskah akademik yg menyertainya kpd Ketua dan Wakil Ketua 
@DPR_RI
 tanggal 12Februari2020

#KumhamPasti
#OmnibusLawTaatProsedural",surat tindak menteri koordinator menteri kait surat presiden naskah rancang undang undang cipta kerja naskah akademik serta ketua wakil ketua tanggal,1
1453,@zaharannnn,Sekarang aku jd mendukung RUU cipta kerja hihi,dukung rancang undang undang cipta kerja,1
1454,@MataNajwa,"Grafis di atas menunjukkan pengubahan naskah RUU Cipta Kerja tidak hanya bersifat teknis sebagaimana diatur dalam UU No.12/2011 tentang Pembentukan Peraturan Perundang-Undangan dan perubahannya pada UU No.15/2019⁣.

#MataNajwaCiptaKerjaManaFaktaManaDusta",grafis ubah naskah rancang undang undang cipta kerja sifat teknis atur undang undang bentuk atur undang undang ubah undang undang,1
1456,@Lukmanharijant4,"Membalas 
@DiantyYasmin3Gabener jkt58 gimana sikapnya terhadap RUU Cipta Kerja ko belum denger ",balas sikap rancang undang undang cipta kerja dengar,1
1457,@daysuser,"siapa tau teman2 ada yang butuh file ttg RUU Cilaka

http://dpr.go.id/uu/detail/id/442…

Jika Ingin Membaca Semua Rincian *UU Omnibus Law* Silakan ke Laman di Bawah ini:
*1. RUU Cipta Kerja (Baleg DPR PDF)*
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…
#OmnibusLaw
#MahasiswaMelawan #AwasJadiKorbanHoaxOmnibus",butuh file rancang undang undang celaka,0
1459,@MasukSilahkan,"mantan menteri Pendidikan dan Kebudayaan itu mengatakan RUU Cipta Kerja merupakan revolusi mental dalam bentuk produk hukum. #OmnibusLawUntungkanBuruhRUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",mantan menteri didik budaya rancang undang undang cipta kerja revolusi mental bentuk produk hukum cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1
1460,@wa_puspa,"""RUU Cipta Kerja Klaster Ketenagakerjaan. Mari kita simak #UUCiptaKerja pada poin-poin tertentu. Semoga bermanfaat,"" tulis @jubir_presidenri dalam keterangan videonya. #OmnibusLawUntungkanBuruh",rancang undang undang cipta kerja kluster ketenagakerjaan mari simak poin poin moga manfaat tulis terang video,1
1462,@MonitorJadul,"Dalam proses perjalanan sebelum menjadi undang-undang yang sah, RUU Cipta Kerja telah melakukan prosedur dan ketentuan dalam menyusun RUU Cipta Kerja #UUCiptaKerja #MataNajwa",proses jalan undang undang sah rancang undang undang cipta kerja prosedur tentu susun rancang undang undang cipta kerja,1
1463,@Yubi666,"Bukti bahwa proses pembahasan RUU Cipta Kerja Transparan dan melibatkan bnyk pihan terkait 
#OmnibusLawTransparan",bukti proses bahas rancang undang undang cipta kerja transparan libat pilih kait,1
1464,@Greymindless,"Topiknya RUU cipta kerja
tapi di sosmed beredarnya saling menyudutkan entah aparat kejam atau pendemo yg anarkis.
Ga ada sama sekali yg ngebahas UU nya itu sendiri..
emg ga ada apa yg mau bahas/diskusi yg santai,tenang tenang wae tanpa kekerasan/ribut ",topik rancang undang undang cipta kerja sosial media edar sudut aparat kejam demo anarkis bahas undang undang emang bahas diskusi santai tenang tenang keras ribut,1
1467,@DahlanMahmud,"Mereka yang merasa paling tahu tentang RUU Cipta Kerja disakmat oleh Menkoinfo dengan  mempermalukan didepan pemirsa tv, sehingga matanajwapun sengaja memboikot durasi untuk Menkoinfo utk menjelaskan permasalahan yang tidak dikuasai oleh mereka yang (asbun) tentang RUU OmnibuslawTweet Kutipan
Arnis.sk jambak,cinta itu musti sesuai
@ondarnis
 · 15 Okt
sami mawon nggak ngerti persoalan,  katanya berdebat di tingkat awal,  apa orang orang itu dilibatkan?
presiden jokowi saja bilang 3 bulan wajib kelar tuh uu? twitter.com/M_Asmara1701/s…",rancang undang undang cipta kerja skakmat menteri komuninkasi informatika malu depan pirsa televisi mata najwa sengaja boikot durasi menteri komuninkasi informatika masalah asai bunyi rancang undang undang omnibus law tweet kutip arnis sk jambak cinta mesti sesuai oktober erti debat tingkat orang orang libat presiden jokowi bilang wajib kelar undang undang s,1
1468,@rouf_ludba,"Membalas 
@AgusYudhoyono
 dan 
@PDemokratPembahasan RUU cipta kerja ini udah berapa kali?? Fraksi Demokrat kemana aja? Kalo g setuju harusnya kawal dr saat pembahasan. Mana pasal yg kurang sesuai dibahas ttuntas sampai betul-betul disetujui utk semua. Udah di ketok palu main walk out...",balas rancang undang undang cipta kerja kali fraksi demokrat mana g tuju kawal bahas pasal sesuai bahas tuntas tuju ketok palu main jalan,0
1471,@_andre_smart,"#OmnibusLawTaatProsedural
Asli sesuai prosedural , saat pembahasan RUU Cipta kerja , dewan juga minta masukan dri rakyat sipil dan akademi serta pengusaha kecil",asli sesuai prosedural bahas rancang undang undang cipta kerja dewan masuk rakyat sipil akademi usaha,1
1472,@Meylindarichez,Fakta RUU Cipta Kerja!!,fakta rancang undang undang cipta kerja,1
1473,@AnniezaKhairun1,"Waktu kerja untuk pekerja dan buruh sangat diperhatikan di dalam Omnibus Law, RUU Cipta kerja memberi ruang optimalisasi waktu kerja dan optimalisasi kapasitas produksi dengan menambah jam lembur, dari 3 jam menjadi 4 jam per hari. #KeberhasilanOtsus #Papua",kerja kerja buruh perhati omnibus law rancang undang undang cipta kerja ruang optimalisasi kerja optimalisasi kapasitas produksi tambah jam lembur jam jam,1
1474,@Kemenag_RI,"Sesuai aspirasi masyarakat, sejumlah UU dikeluarkan dari RUU Cipta Kerja, antara lain: UU 20/2003 tentang Sisdiknas dan UU 14/2005 tentang Guru dan Dosen.

Artinya, UU ini tidak ada perubahan. 

Bagaimana Pesantren? Tetap dgn UU 18/2019 tentang Pesantren

#OmnibusLawTransparan",sesuai aspirasi masyarakat undang undang keluar rancang undang undang cipta kerja undang undang sisdiknas undang undang guru dosen undang undang ubah pesantren undang undang pesantren,1
1476,@pmibanyumas,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. (15/10)

#pmibanyumas #pmiselalubantu #banyumas #purwokerto #purwokertohitz  #infopurwokerto #instapurwokerto #banyumas24jam #banyumasinfo #purwokertoonline",proses evakuasi korban serta aksi demonstrasi rancang undang undang cipta kerja tim pmi kabupaten banyumas populer informasi online,1
1477,@MonologeLLy_318,"Menaker 
@idafauziyah
 menegaskan bahwa Pembahasan RUU Cipta Kerja Transparan dan Demokratis.

#OmnibusLawTransparan",menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis,1
1479,@effortlesgenius,Jadi inikah narasi RUU Ciptakerja? #DPRImpositor #OmnibusLaw #RakyatBosanDikhianati  https://instagram.com/tv/CGTyMBxBqah/?igshid=1leesa0wylxy9…,narasi rancang undang undang cipta kerja,0
1483,@Edy_sono,"Membalas 
@tempodotco
 dan 
@RismaayunurYg penting paham dan mengerti isi ruu ciptakerja..., Bukan soal lama atau sebentar bro..
Emang baca komik ga pake lama...,
Kalo komik ada karikatur, ga baca jg bisa senyum2 mengerti...",balas paham erti isi rancang undang undang cipta kerja sebentar bro emang baca komik pakai komik karikatur baca erti,1
1485,@ikanbawel789,"Membalas 
@ari_ariayamWkwkwk gaadak lah, bisa bisa RUU cipta kerja ditambah nanti peraturan nya kalau rebo wekasan pada gamasuk",balas rancang undang undang cipta kerja tambah atur rabu wekasan masuk,0
1486,@_GalihM_,"3 Oktober 2020

DPR dan pemerintah menyelesaikan pembahasan Omnibus Law RUU Cipta Kerja di tingkat I atau tingkat Baleg DPR, untuk selanjutnya disahkan di rapat paripurna.

Referensi:Tok! RUU Cipta Kerja Rampung Dibahas, Tinggal Disetujui Paripurna - Tirto.ID
Hanya Partai Demokrat dan PKS yang menolak RUU Cipta Kerja dilanjutkan pengesahannya dalam rapat paripurna DPR RI. Sedangkan DPD RI dan pemerintah setuju.
tirto.id",oktober dewan wakil rakyat perintah selesai bahas omnibus law rancang undang undang cipta kerja tingkat tingkat baleg dewan wakil rakyat sah rapat paripurna referensi rancang undang undang cipta kerja rampung bahas tinggal tuju paripurna tirto partai demokrat pks tolak rancang undang undang cipta kerja lanjut kesah rapat paripurna dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah tuju tirto,1
1487,@life_interlude,"Membalas 
@tebaksendiridehtempel draft RUU cipta kerja aja ya Bu",balas draf rancang undang undang cipta kerja ya,1
1488,@DiniHrdianti,"Metode penyusunan 3 RUU CIPTA KERJA ini tetap mengacu pd UU No. 12 thn 2011 ya.. yaitu tentang Pembentukan Peraturan Perundang-undangan sebagaimana diperbaharui dg UU No. 15 thn 2019.

#OmnibusLawTaatProsedural",metode susun rancang undang undang cipta kerja acu undang undang ya bentuk atur undang undang baharu undang undang,1
1489,@YanHarahap,"Ketua Umum 
@PDemokrat
 ⁦
@AgusYudhoyono
⁩ atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.AHY: Ketidakjelasan Draf RUU Cipta Kerja Timbulkan Kebingungan Masyarakat - www.radartangsel.com
Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.
radartangsel.com",ketua kenal nilai ketidakjelasan draf final rancang undang undang cipta kerja timbul bingung masyarakat ketidakjelasan draf rancang undang undang cipta kerja timbul bingung masyarakat ketua partai demokrat agus harimurti yudhoyono kenal nilai ketidakjelasan draf final rancang undang undang cipta kerja timbul bingung masyarakat,0
1490,@pt_jasaraharja,"#JasfrenHarusTau bagaimana proses tahapan penyusunan RUU Cipta Kerja.
Yukk, swipe left untuk melihat informasi selengkapnya ya!

#OmnibusLawTaatProsedur
#CiptaKerja
#JasaRaharja
#BUMNUntukIndonesia",proses tahap susun rancang undang undang cipta kerja ayo geser left informasi lengkap ya,1
1493,@oreoregalll,"Membalas 
@AREAJULIDPermisi, maaf oot. Aku mau minta tolong adakah yang bersedia untuk mengisi form ini? Tentang Kontraversi RUU Cipta Kerja, terimakasih ya.
http://forms.gle/bKQx8sggGK7P67Jp7…",balas maaf luar topik tolong ada sedia isi formulir kontraversi rancang undang undang cipta kerja terima kasih ya,1
1495,@infoka_id,"Menaker Klaim RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknyaMenaker Klaim RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknya
INFOKA.ID – Menteri Ketenagakerjaan Ida Fauziyah menyatakan hadirnya Undang-Undang (RUU) Cipta Kerja merupakan jawaban tantangan terbesar dalam mempertahankan dan menyediakan lapangan kerja sebanyak...
infoka.id",menteri ketenagakerjaan klaim rancang undang undang cipta kerja sedia lapang kerja banyak menteri ketanagakerjaan klaim rancang undang undang cipta kerja sedia lapang kerja banyak infoka menteri ketenagakerjaan ida fauziyah hadir undang undang rancang undang undang cipta kerja tantang besar tahan sedia lapang kerja infoka,1
1496,@jr_kw19,"Kemudian presiden 
@jokowi
 menyampaikan RUU cipta kerja ini kepada ketua 
@DPR_RI
 melalui Menteri 
@PerekonomianRI
 bersama menteri terkait menyampaikan Surat Presiden& naskah RUU Ciptaker kpd ketua & wakil ketua DPR RI tgl 12 Februari 2020 

#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja ketua menteri menteri kait surat presiden naskah rancang undang undang cipta kerja ketua wakil ketua dewan wakil rakyat rakyat indonesia tanggal februari,1
1497,@Tiaranaskm,"Awi membenarkan bahwa penangkapan mereka terkait dengan demonstrasi besar menolak RUU Cipta Kerja pekan lalu.
#GagalTotalTunggangiHoaxOBL8 Aktivis KAMI Ditangkap Polisi, Gatot Nurmantyo di Mana?
Polisi mengatakan telah menangkap delapan anggota KAMI terkait demonstrasi menolak Undang-Undang Cipta Kerja pekan lalu, di tengah polemik soal aktor intelektual di balik ke
suara.com",benar tangkap kait demonstrasi tolak rancang undang undang cipta kerja pekan aktivis tangkap polisi gatot nurmantyo polisi tangkap delapan anggota kait demonstrasi tolak undang undang cipta kerja pekan polemik aktor intelektual,0
1502,@purichrist5,"RUU Cipta kerja Justru akan melindungi para pekerja., RUU ini jg tameng parah buruh.

~RUU ini untuk mensejaterakan maysarakat, jadi tak hanya buruh bahagia, tapi juga pengusaha.",rancang undang undang cipta kerja lindung kerja rancang undang undang tameng parah buruh rancang undang undang sejahtera masyarakat buruh bahagia usaha,1
1506,@cintasiapanih,"Pasal 88F RUU Cipta Kerja : pemberi kerja dilarang memberi gaji buruh dibawah upah minimum 
#OBLBuatRakyatSejahtera",pasal rancang undang undang cipta kerja beri kerja larang gaji buruh bawah upah minimum,1
